year	consul_prior	consul_posterior	comment_year	comment_consul_prior	comment_consul_posterior	consul_prior_wikipedia_uri	consul_posterior_wikipedia_uri	godot_uri	label
-100	C. Marius VI	L. Valerius Flaccus	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1951			https://en.wikipedia.org/wiki/Gaius_Marius	https://en.wikipedia.org/wiki/Lucius_Valerius_Flaccus_(princeps_senatus_86_BC)	https://godot.date/id/PVELfMqVN4b6FHLt5UQWAA	100 BC: C. Marius VI / L. Valerius Flaccus
-99	M. Antonius	A. Postumius Albinus	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1952				https://en.wikipedia.org/wiki/Aulus_Postumius_Albinus	https://godot.date/id/jLGJ2pYJbrMZ4C3qxw8Abh	99 BC: M. Antonius / A. Postumius Albinus
-98	Q. Caecilius Metellus Nepos	T. Didius	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1953				https://en.wikipedia.org/wiki/Titus_Didius	https://godot.date/id/c2NxpHdMCWCeaTirMnBQnN	98 BC: Q. Caecilius Metellus Nepos / T. Didius
-97	Cn. Cornelius Lentulus	P. Licinius Crassus	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1954			https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Lentulus_(consul_97_BC)	https://en.wikipedia.org/wiki/Publius_Licinius_Crassus_Dives_(consul_97_BC)	https://godot.date/id/7dhHua8xAkU4izfsn3UL5i	97 BC: Cn. Cornelius Lentulus / P. Licinius Crassus
-96	Cn. Domitius Ahenobarbus	C. Cassius Longinus	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1955			https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(consul_96_BC)	https://en.wikipedia.org/wiki/Gaius_Cassius_Longinus_(consul_96_BC)	https://godot.date/id/njodCZz3i5qP28LzFVLs3n	96 BC: Cn. Domitius Ahenobarbus / C. Cassius Longinus
-95	L. Licinius Crassus	Q. Mucius Scaevola	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1956					https://godot.date/id/MocxtSuLVCLHnAYtvTZjx8	95 BC: L. Licinius Crassus / Q. Mucius Scaevola
-94	C. Coelius Caldus	L. Domitius Ahenobarbus	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1957			https://en.wikipedia.org/wiki/Gaius_Coelius_Caldus	https://en.wikipedia.org/wiki/Lucius_Domitius_Ahenobarbus_(consul_94_BC)	https://godot.date/id/NXwZJ4pQ332eabSr6KKLUj	94 BC: C. Coelius Caldus / L. Domitius Ahenobarbus
-93	C. Valerius Flaccus	M. Herennius	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1958			https://en.wikipedia.org/wiki/Gaius_Valerius_Flaccus_(consul)	https://en.wikipedia.org/wiki/Marcus_Herennius_(consul_93_BC)	https://godot.date/id/H9Zb39PTM2ajXqWNstdccT	93 BC: C. Valerius Flaccus / M. Herennius
-92	C. Claudius Pulcher	M. Perperna	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1959			https://en.wikipedia.org/wiki/Gaius_Claudius_Pulcher_(consul_92_BC)	https://en.wikipedia.org/wiki/Marcus_Perperna_(consul_92_BC)	https://godot.date/id/WM2tyd6nvrzpwUq95cVNgT	92 BC: C. Claudius Pulcher / M. Perperna
-91	L. Marcius Philippus	Sex. Julius Caesar	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1960			https://en.wikipedia.org/wiki/Lucius_Marcius_Philippus_(consul_91_BC)	https://en.wikipedia.org/wiki/Sextus_Julius_Caesar_(consul_91_BC)	https://godot.date/id/xfwJ5XqioPFqnruX7gpCYM	91 BC: L. Marcius Philippus / Sex. Julius Caesar
-90	L. Julius Caesar	P. Rutilius Lupus	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1961			https://en.wikipedia.org/wiki/Lucius_Julius_Caesar_(consul_90_BC)	https://en.wikipedia.org/wiki/Publius_Rutilius_Lupus_(consul)	https://godot.date/id/VQBAPD3hVtN3LhnQphiitN	90 BC: L. Julius Caesar / P. Rutilius Lupus
-89	Cn. Pompeius Strabo	L. Porcius Cato	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1962			https://en.wikipedia.org/wiki/Pompeius_Strabo	https://en.wikipedia.org/wiki/Lucius_Porcius_Cato	https://godot.date/id/4UK3rMKmNgGEfNk2EHtrMn	89 BC: Cn. Pompeius Strabo / L. Porcius Cato
-88	L. Cornelius Sulla Felix	Q. Pompeius Rufus	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1963			https://en.wikipedia.org/wiki/Sulla		https://godot.date/id/wdYJurk4KFDQbMuVjQ4nBX	88 BC: L. Cornelius Sulla Felix / Q. Pompeius Rufus
-87	Cn. Octavius	L. Cornelius Cinna	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1964			https://en.wikipedia.org/wiki/Gnaeus_Octavius_(consul_87_BC)		https://godot.date/id/pBPXWpABjCBqnbrxuP9Lue	87 BC: Cn. Octavius / L. Cornelius Cinna
-87	Cn. Octavius	L. Cornelius Merula (suff.)	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1965			https://en.wikipedia.org/wiki/Gnaeus_Octavius_(consul_87_BC)		https://godot.date/id/gAyRXU9Bvpe9VSjuojje9X	87 BC: Cn. Octavius / L. Cornelius Merula (suff.)
-86	L. Cornelius Cinna II	C. Marius VII	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1966			https://en.wikipedia.org/wiki/Lucius_Cornelius_Cinna	https://en.wikipedia.org/wiki/Gaius_Marius	https://godot.date/id/XdmwCeuX8xzUSSy3EU33zN	86 BC: L. Cornelius Cinna II / C. Marius VII
-86	L. Cornelius Cinna II	L. Valerius Flaccus (suff.)	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1967			https://en.wikipedia.org/wiki/Lucius_Cornelius_Cinna	https://en.wikipedia.org/wiki/Lucius_Valerius_Flaccus_(suffect_consul_86_BC)	https://godot.date/id/4vfNczejGotubFK7JgBrJj	86 BC: L. Cornelius Cinna II / L. Valerius Flaccus (suff.)
-85	L. Cornelius Cinna III	Cn. Papirius Carbo	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1968				https://en.wikipedia.org/wiki/Gnaeus_Papirius_Carbo	https://godot.date/id/U8LazS7d95mswnU2ekFwz9	85 BC: L. Cornelius Cinna III / Cn. Papirius Carbo
-84	Cn. Papirius Carbo II	L. Cornelius Cinna IV	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1969			https://en.wikipedia.org/wiki/Gnaeus_Papirius_Carbo	https://en.wikipedia.org/wiki/Lucius_Cornelius_Cinna	https://godot.date/id/jSiH4CwSnNvcDDmPZwJYWU	84 BC: Cn. Papirius Carbo II / L. Cornelius Cinna IV
-83	L. Cornelius Scipio Asiaticus	C. Norbanus	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1970			https://en.wikipedia.org/wiki/Lucius_Cornelius_Scipio_Asiaticus_(consul_83_BC)	https://en.wikipedia.org/wiki/Gaius_Norbanus	https://godot.date/id/Pdd3XM8e6a4kskSgnvWPWa	83 BC: L. Cornelius Scipio Asiaticus / C. Norbanus
-82	C. Marius	Cn. Papirius Carbo III	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1971			https://en.wikipedia.org/wiki/Gaius_Marius_the_Younger	https://en.wikipedia.org/wiki/Gnaeus_Papirius_Carbo	https://godot.date/id/hZd4oHPPCYVTy98F98mN2A	82 BC: C. Marius / Cn. Papirius Carbo III
-81	M. Tullius Decula	Cn. Cornelius Dolabella	Unless otherwise noted, consuls from 100 BC through 81 BC are taken from Thomas Robert Shannon Broughton, The Magistrates of the Roman Republic. Philological Monograph No. 15. New York: American Philological Association, 1972			https://en.wikipedia.org/wiki/Marcus_Tullius_Decula	https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Dolabella	https://godot.date/id/YwT6zmXLJXgsa9783EToFk	81 BC: M. Tullius Decula / Cn. Cornelius Dolabella
-80	L. Cornelius Sulla Felix II	Q. Caecilius Metellus Pius	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-458			https://en.wikipedia.org/wiki/Lucius_Cornelius_Sulla	https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Pius	https://godot.date/id/4th39MGawJZ9STJ543Wh2W	80 BC: L. Cornelius Sulla Felix II / Q. Caecilius Metellus Pius
-79	P. Servilius Vatia Isauricus	Ap. Claudius Pulcher	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-459			https://en.wikipedia.org/wiki/Publius_Servilius_Vatia_Isauricus_(consul_79_BC)	https://en.wikipedia.org/wiki/Appius_Claudius_Pulcher_(praetor_88_BC)	https://godot.date/id/nicCarR8QPRxgjgMSSnQNJ	79 BC: P. Servilius Vatia Isauricus / Ap. Claudius Pulcher
-78	M. Aemilius Lepidus	Q. Lutatius Catulus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-460			https://en.wikipedia.org/wiki/Marcus_Aemilius_Lepidus_(consul_78_BC)		https://godot.date/id/TSEC7ay6dehpFE9JMp43Gf	78 BC: M. Aemilius Lepidus / Q. Lutatius Catulus
-77	D. Junius Brutus	Mam. Aemilius Lepidus Livianus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-461			https://en.wikipedia.org/wiki/Decimus_Junius_Brutus_(consul_77_BC)	https://en.wikipedia.org/wiki/Mamercus_Aemilius_Lepidus_Livianus	https://godot.date/id/pSkrsYQG5PHeXewYDTewST	77 BC: D. Junius Brutus / Mam. Aemilius Lepidus Livianus
-76	Cn. Octavius	C. Scribonius Curio	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-462			https://en.wikipedia.org/wiki/Gnaeus_Octavius_(consul_76_BC)	https://en.wikipedia.org/wiki/Gaius_Scribonius_Curio	https://godot.date/id/FHtGA5x9PSscs2ALyaUpYN	76 BC: Cn. Octavius / C. Scribonius Curio
-75	L. Octavius	C. Aurelius Cotta	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-463			https://en.wikipedia.org/wiki/Lucius_Octavius	https://en.wikipedia.org/wiki/Gaius_Aurelius_Cotta	https://godot.date/id/2LGaUWUzeZFNQbvfFJQVsJ	75 BC: L. Octavius / C. Aurelius Cotta
-74	L. Licinius Lucullus	M. Aurelius Cotta	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-464				https://en.wikipedia.org/wiki/Marcus_Aurelius_Cotta_(consul_74_BC)	https://godot.date/id/2fFPwn2dumuLqRFZzhCMMh	74 BC: L. Licinius Lucullus / M. Aurelius Cotta
-73	M. Terentius Varro Lucullus	C. Cassius Longinus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-465			https://en.wikipedia.org/wiki/Marcus_Terentius_Varro_Lucullus	https://en.wikipedia.org/wiki/Gaius_Cassius_Longinus_Varus	https://godot.date/id/CsCACZ6xqPDqewED6nEepR	73 BC: M. Terentius Varro Lucullus / C. Cassius Longinus
-72	L. Gellius Publicola	Cn. Cornelius Lentulus Clodianus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-466			https://en.wikipedia.org/wiki/Lucius_Gellius_Publicola_(consul_72_BC)	https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Lentulus_Clodianus	https://godot.date/id/Kn5p4Krbfp3EqqezYRVgbb	72 BC: L. Gellius Publicola / Cn. Cornelius Lentulus Clodianus
-71	P. Cornelius Lentulus Sura	Cn. Aufidius Orestes	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-467			https://en.wikipedia.org/wiki/Publius_Cornelius_Lentulus_Sura	https://en.wikipedia.org/wiki/Gnaeus_Aufidius_Orestes	https://godot.date/id/hcPfqjVQ5bFpbw2pFynVKK	71 BC: P. Cornelius Lentulus Sura / Cn. Aufidius Orestes
-70	Cn. Pompeius Magnus	M. Licinius Crassus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-468			https://en.wikipedia.org/wiki/Pompey	https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus	https://godot.date/id/PVA9gnBcREyGYKhhAgjvqi	70 BC: Cn. Pompeius Magnus / M. Licinius Crassus
-69	Q. Hortensius Hortalus	Q. Caecilius Metellus Creticus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-469			https://en.wikipedia.org/wiki/Quintus_Hortensius	https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Creticus_(died_55_BC)	https://godot.date/id/Qc42T7mV4ED6w6SRd7TEUL	69 BC: Q. Hortensius Hortalus / Q. Caecilius Metellus Creticus
-68	L. Caecilius Metellus	Q. Marcius Rex	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-470	Metellus died early in 68 BC; Vatia was elected to replace him, but Vatia died before he could enter office and Marcius continued as sole consul. (Dio 36.4.1; Broughton, Magistrates vol. II p. 137)		https://en.wikipedia.org/wiki/Lucius_Caecilius_Metellus_(consul_68_BC)	https://en.wikipedia.org/wiki/Quintus_Marcius_Rex_(consul_68_BCE)	https://godot.date/id/x5aKKFy6nwo8Bx3faG5qJb	68 BC: L. Caecilius Metellus / Q. Marcius Rex
-68	Servilius Vatia (suff.)	Q. Marcius Rex	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-471				https://en.wikipedia.org/wiki/Quintus_Marcius_Rex_(consul_68_BCE)	https://godot.date/id/FHDNmWouQv7JPUZiCRSkea	68 BC: Servilius Vatia (suff.) / Q. Marcius Rex
-67	C. Calpurnius Piso	M'. Acilius Glabrio	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-472			https://en.wikipedia.org/wiki/Gaius_Calpurnius_Piso_(consul_67_BC)	https://en.wikipedia.org/wiki/Manius_Acilius_Glabrio_(consul_67_BC)	https://godot.date/id/cY6a35XCYMTD9sUJmEYXU6	67 BC: C. Calpurnius Piso / M'. Acilius Glabrio
-66	M'. Aemilius Lepidus	L. Volcatius Tullus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-473				https://en.wikipedia.org/wiki/Lucius_Volcatius_Tullus_(consul_66_BC)	https://godot.date/id/dByekVBaxpTax6KuQmkwxj	66 BC: M'. Aemilius Lepidus / L. Volcatius Tullus
-65	P. Cornelius Sulla (consul designatus)	P. Autronius Paetus (consul designatus)	P. Cornelius Sulla and P. Antonius Paetus were elected consuls, but both were convicted of bribery under the Calpurnian Law. L. Aurelius Cotta and L. Manlius Torquatus were their replacements			https://en.wikipedia.org/wiki/Publius_Cornelius_Sulla		https://godot.date/id/4FrootNRJPDEWfneQkVGXS	65 BC: P. Cornelius Sulla (consul designatus) / P. Autronius Paetus (consul designatus)
-65	L. Aurelius Cotta	L. Manlius Torquatus	P. Cornelius Sulla and P. Antonius Paetus were elected consuls, but both were convicted of bribery under the Calpurnian Law. L. Aurelius Cotta and L. Manlius Torquatus were their replacements				https://en.wikipedia.org/wiki/Lucius_Manlius_Torquatus	https://godot.date/id/zcbZwL2hA8eWobBmFypufn	65 BC: L. Aurelius Cotta / L. Manlius Torquatus
-64	L. Julius Caesar	C. Marcius Figulus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-458			https://en.wikipedia.org/wiki/Lucius_Julius_Caesar_(consul_64_BC)	https://en.wikipedia.org/wiki/Gaius_Marcius_Figulus_(consul_64_BC)	https://godot.date/id/p69JGAGZ4LFQtmtgnTuvG9	64 BC: L. Julius Caesar / C. Marcius Figulus
-63	M. Tullius Cicero	C. Antonius Hybrida	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-459			https://en.wikipedia.org/wiki/Cicero	https://en.wikipedia.org/wiki/Gaius_Antonius_Hybrida	https://godot.date/id/n89GTZkYZFfFxGwTjqk3o7	63 BC: M. Tullius Cicero / C. Antonius Hybrida
-62	D. Junius Silanus	L. Licinius Murena	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-460			https://en.wikipedia.org/wiki/Decimus_Junius_Silanus_(consul)	https://en.wikipedia.org/wiki/Lucius_Licinius_Murena	https://godot.date/id/SmH2rq9dXeBu8VoTFiAyYF	62 BC: D. Junius Silanus / L. Licinius Murena
-61	M. Pupius Piso Frugi Calpurnianus	M. Valerius Messalla Niger	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-461			https://en.wikipedia.org/wiki/Marcus_Pupius_Piso_Frugi_Calpurnianus	https://en.wikipedia.org/wiki/Marcus_Valerius_Messalla_Niger	https://godot.date/id/eKSn4UFocbctnJPzkHxyeQ	61 BC: M. Pupius Piso Frugi Calpurnianus / M. Valerius Messalla Niger
-60	Q. Caecilius Metellus Celer	L. Afranius	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-462			https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Celer	https://en.wikipedia.org/wiki/Lucius_Afranius_(consul)	https://godot.date/id/ETqbmETjJAw6y3ejT5sb58	60 BC: Q. Caecilius Metellus Celer / L. Afranius
-59	C. Julius Caesar	M. Calpurnius Bibulus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-463			https://en.wikipedia.org/wiki/Julius_Caesar	https://en.wikipedia.org/wiki/Marcus_Calpurnius_Bibulus	https://godot.date/id/kPVSCmmmz7pskYnXDjVQ3N	59 BC: C. Julius Caesar / M. Calpurnius Bibulus
-58	L. Calpurnius Piso Caesoninus	A. Gabinius	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-464			https://en.wikipedia.org/wiki/Lucius_Calpurnius_Piso_Caesoninus_(consul_58_BC)	https://en.wikipedia.org/wiki/Aulus_Gabinius	https://godot.date/id/J8iJyt4dEHREkh6EDt5ejD	58 BC: L. Calpurnius Piso Caesoninus / A. Gabinius
-57	P. Cornelius Lentulus Spinther	Q. Caecilius Metellus Nepos	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-465			https://en.wikipedia.org/wiki/Publius_Cornelius_Lentulus_Spinther		https://godot.date/id/9kHGmbiCwCHyDsKeCqtucd	57 BC: P. Cornelius Lentulus Spinther / Q. Caecilius Metellus Nepos
-56	Cn. Cornelius Lentulus Marcellinus	L. Marcius Philippus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-466				https://en.wikipedia.org/wiki/Lucius_Marcius_Philippus_(consul_56_BC)	https://godot.date/id/v6VTkxgKph8jACmkAEQXaC	56 BC: Cn. Cornelius Lentulus Marcellinus / L. Marcius Philippus
-55	Cn. Pompeius Magnus II	M. Licinius Crassus II	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-467			https://en.wikipedia.org/wiki/Pompey	https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus	https://godot.date/id/H4c2xqFoxx6DzBWzT7La2e	55 BC: Cn. Pompeius Magnus II / M. Licinius Crassus II
-54	L. Domitius Ahenobarbus	Ap. Claudius Pulcher	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-468			https://en.wikipedia.org/wiki/Lucius_Domitius_Ahenobarbus_(consul_54_BC)	https://en.wikipedia.org/wiki/Appius_Claudius_Pulcher_(consul_54_BC)	https://godot.date/id/qGEE2cDE6yM5r8R8u8SoxA	54 BC: L. Domitius Ahenobarbus / Ap. Claudius Pulcher
-53	Cn. Domitius Calvinus	M. Valerius Messalla Rufus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-469			https://en.wikipedia.org/wiki/Gnaeus_Domitius_Calvinus	https://en.wikipedia.org/wiki/Marcus_Valerius_Messalla_Rufus	https://godot.date/id/x9wAtgyesU3eibPYq3y2eh	53 BC: Cn. Domitius Calvinus / M. Valerius Messalla Rufus
-52	Cn. Pompeius Magnus III	Q. Caecilius Metellus Pius Scipio	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-470			https://en.wikipedia.org/wiki/Pompey	https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Pius_Scipio_Nasica	https://godot.date/id/7Nysj33KqZ3CJ7XdetncTC	52 BC: Cn. Pompeius Magnus III / Q. Caecilius Metellus Pius Scipio
-51	Ser. Sulpicius Rufus	M. Claudius Marcellus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-471			https://en.wikipedia.org/wiki/Servius_Sulpicius_Rufus	https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus_(consul_51_BC)	https://godot.date/id/vHpvujYTj7pjAcBFy3gjAh	51 BC: Ser. Sulpicius Rufus / M. Claudius Marcellus
-50	L. Aemilius Lepidus Paullus	C. Claudius Marcellus Minor	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-472			https://en.wikipedia.org/wiki/Lucius_Aemilius_Lepidus_Paullus	https://en.wikipedia.org/wiki/Gaius_Claudius_Marcellus_Minor	https://godot.date/id/MuPfaDiVwNeXfecQww4uyb	50 BC: L. Aemilius Lepidus Paullus / C. Claudius Marcellus Minor
-49	C. Claudius Marcellus Maior	L. Cornelius Lentulus Crus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-473			https://en.wikipedia.org/wiki/Gaius_Claudius_Marcellus_Maior	https://en.wikipedia.org/wiki/Lucius_Cornelius_Lentulus_Crus	https://godot.date/id/tf472tFoPyxf5UCnVDqMKL	49 BC: C. Claudius Marcellus Maior / L. Cornelius Lentulus Crus
-48	C. Julius Caesar II	P. Servilius Isauricus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-474			https://en.wikipedia.org/wiki/Julius_Caesar	https://en.wikipedia.org/wiki/Publius_Servilius_Vatia_Isauricus_(consul_48_BC)	https://godot.date/id/msTPn97wHPYh69D9xVHbyB	48 BC: C. Julius Caesar II / P. Servilius Isauricus
-47	Q. Fufius Calenus	P. Vatinius	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-475			https://en.wikipedia.org/wiki/Quintus_Fufius_Calenus		https://godot.date/id/F6wUmsZ4pgGPtM2vQQvGCR	47 BC: Q. Fufius Calenus / P. Vatinius
-46	C. Julius Caesar III	M. Aemilius Lepidus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-476			https://en.wikipedia.org/wiki/Julius_Caesar	https://en.wikipedia.org/wiki/Marcus_Aemilius_Lepidus_(triumvir)	https://godot.date/id/thoDsxzSCgjEsrjDsZTJ8E	46 BC: C. Julius Caesar III / M. Aemilius Lepidus
-45	C. Julius Caesar IV	sine collega	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-477			https://en.wikipedia.org/wiki/Julius_Caesar		https://godot.date/id/DMQjn6wkCowHWET6MwLnaY	45 BC: C. Julius Caesar IV / sine collega
