year	consul_prior	consul_posterior	comment_year	comment_consul_prior	comment_consul_posterior	consul_prior_wikipedia_uri	consul_posterior_wikipedia_uri	godot_uri	label
284	Imp. Caesar M. Aurelius Carinus Augustus II	Imp. Caesar M. Aurelius Numerianus Augustus	Unless otherwise noted, consuls from 236 to 285 are taken from Alan E. Samuel, Greek and Roman Chronology (München: Beck'sch, 1972), pp. 272f			https://en.wikipedia.org/wiki/Carinus		https://godot.date/id/bLyu4943rRx8pMzbSAqmtP	284 AD: Imp. Caesar M. Aurelius Carinus Augustus II / Imp. Caesar M. Aurelius Numerianus Augustus
284	Imp. Caesar C. Aurelius Valerius Diocletianus Augustus I (suff.; November-December )	(?) L. Caesonius Ovinius Rufinus Manilius Bassus II (suff.; November-December )	Unless otherwise noted, consuls from 236 to 285 are taken from Alan E. Samuel, Greek and Roman Chronology (München: Beck'sch, 1972), pp. 272f			https://en.wikipedia.org/wiki/Diocletian	https://en.wikipedia.org/wiki/Carinus	https://godot.date/id/djhNnzR9VrC9EUnJXwGhn8	284 AD: Imp. Caesar C. Aurelius Valerius Diocletianus Augustus I (suff.; November-December ) / (?) L. Caesonius Ovinius Rufinus Manilius Bassus II (suff.; November-December )
285	Imp. Caesar M. Aurelius Carinus Augustus III (West)	Titus Claudius Aurelius Aristobulus	Unless otherwise noted, consuls from 236 to 285 are taken from Alan E. Samuel, Greek and Roman Chronology (München: Beck'sch, 1972), pp. 272f			https://en.wikipedia.org/wiki/Carinus		https://godot.date/id/UQbULpdyUqdjzxsp4UdTe8	285 AD: Imp. Caesar M. Aurelius Carinus Augustus III (West) / Titus Claudius Aurelius Aristobulus
285	Imp. Caesar C. Aurelius Valerius Diocletianus Augustus II (East)		Unless otherwise noted, consuls from 236 to 285 are taken from Alan E. Samuel, Greek and Roman Chronology (München: Beck'sch, 1972), pp. 272f	Diocletian assumed the ordinary consulship in the east in opposition to Carinus in Rome – see Bagnall, Consuls of the Later Roman Empire (1987), pg. 105				https://godot.date/id/kmRrFy5igN7an4CRBrEhbf	285 AD: Imp. Caesar C. Aurelius Valerius Diocletianus Augustus II (East) /
286	M. Junius Maximus II	Vettius Aquilinus					https://en.wikipedia.org/wiki/Diocletian	https://godot.date/id/e7QRPjSSreFQntj9waJK3e	286 AD: M. Junius Maximus II / Vettius Aquilinus
287	Imp. Caesar C. Aurelius Valerius Diocletianus Augustus III	Imp. Caesar M. Aurelius Valerius Maximianus Augustus I				https://en.wikipedia.org/wiki/Diocletian	https://en.wikipedia.org/wiki/Maximian	https://godot.date/id/JG4wMn59g6fRfCyGYWHHWF	287 AD: Imp. Caesar C. Aurelius Valerius Diocletianus Augustus III / Imp. Caesar M. Aurelius Valerius Maximianus Augustus I
288	Imp. Caesar M. Aurelius Valerius Maximianus Augustus II	Pomponius Januarianus				https://en.wikipedia.org/wiki/Maximian		https://godot.date/id/8tiS3w6mMdo9nN3LUVMf3Z	288 AD: Imp. Caesar M. Aurelius Valerius Maximianus Augustus II / Pomponius Januarianus
288	... a (suff.)	... ivianus (suff.)			From the Fasti Caleni, as published in Bagnall, Roger S., et al., Consuls of the Later Roman Empire (1987), p. 110			https://godot.date/id/8fMU3KUSJTGAEauc7tKDWL	288 AD: ... a (suff.) / ... ivianus (suff.)
288	Imp. Caesar M. Aurelius Mausaeus Valerius Carausius II (Britain)					https://en.wikipedia.org/wiki/Carausius		https://godot.date/id/Yt3BLCuYsXtf4zhaqE7p8C	288 AD: Imp. Caesar M. Aurelius Mausaeus Valerius Carausius II (Britain) /
289	M. Magrius Bassus (January–June)	L. Ragonius Quintianus (January–June)		From the Fasti Caleni, as published in Bagnall, Roger S., et al., Consuls of the Later Roman Empire (1987), pp. 112–113				https://godot.date/id/7recgm5Zwp9U6idYf5DjZg	289 AD: M. Magrius Bassus (January–June) / L. Ragonius Quintianus (January–June)
289	M. Umbrius Primus (suff.; July–August )	T. Flavius Coelianus (suff.; July–August )						https://godot.date/id/Rax9dQrh2HM6jG8tLuuVW9	289 AD: M. Umbrius Primus (suff.; July–August ) / T. Flavius Coelianus (suff.; July–August )
289	Ceionius Proculus (suff.; September–October )	Helvius Clemens (suff.; September–October )						https://godot.date/id/ohK6iext9GtKt7fU2URHi9	289 AD: Ceionius Proculus (suff.; September–October ) / Helvius Clemens (suff.; September–October )
289	Flavius Decimus (suff.; November–December )	... ninius Maximus (suff.; November–December )					https://en.wikipedia.org/wiki/Carausius	https://godot.date/id/poeV8xTTCaEm2Vhakid8N3	289 AD: Flavius Decimus (suff.; November–December ) / ... ninius Maximus (suff.; November–December )
289	Imp. Caesar M. Aurelius Mausaeus Valerius Carausius III (Britain)					https://en.wikipedia.org/wiki/Carausius	https://en.wikipedia.org/wiki/Diocletian	https://godot.date/id/QEy4D8zU6qP2JJ7JeM5JWR	289 AD: Imp. Caesar M. Aurelius Mausaeus Valerius Carausius III (Britain) /
290	Imp. Caesar C. Aurelius Valerius Diocletianus Augustus IV	Imp. Caesar M. Aurelius Valerius Maximianus Augustus III				https://en.wikipedia.org/wiki/Diocletian	https://en.wikipedia.org/wiki/Carausius	https://godot.date/id/bC6C6U2aBAwiLxmrPftoch	290 AD: Imp. Caesar C. Aurelius Valerius Diocletianus Augustus IV / Imp. Caesar M. Aurelius Valerius Maximianus Augustus III
290	Imp. Caesar M. Aurelius Mausaeus Valerius Carausius IV (Britain)					https://en.wikipedia.org/wiki/Carausius	https://en.wikipedia.org/wiki/Gaius_Junius_Tiberianus	https://godot.date/id/5eNst3yGCuuBZwV7mj3J7H	290 AD: Imp. Caesar M. Aurelius Mausaeus Valerius Carausius IV (Britain) /
291	C. Junius Tiberianus II	Cassius Dio				https://en.wikipedia.org/wiki/Gaius_Junius_Tiberianus	https://en.wikipedia.org/wiki/Afranius_Hannibalianus	https://godot.date/id/F9cssjimhRoTP364xd5XG5	291 AD: C. Junius Tiberianus II / Cassius Dio
292	Afranius Hannibalianus	Julius Asclepiodotus				https://en.wikipedia.org/wiki/Afranius_Hannibalianus	https://en.wikipedia.org/wiki/Diocletian	https://godot.date/id/eRE4i9LHBBWodpFR43DdfC	292 AD: Afranius Hannibalianus / Julius Asclepiodotus
293	Imp. Caesar C. Aurelius Valerius Diocletianus Augustus V	Imp. Caesar M. Aurelius Valerius Maximianus Augustus IV				https://en.wikipedia.org/wiki/Diocletian		https://godot.date/id/SWrHhKjwbbPBPB3RocXzBT	293 AD: Imp. Caesar C. Aurelius Valerius Diocletianus Augustus V / Imp. Caesar M. Aurelius Valerius Maximianus Augustus IV
294	Flavius Valerius Constantius Caesar I	C. Galerius Valerius Maximianus Caesar I				https://en.wikipedia.org/wiki/Constantius_Chlorus	https://en.wikipedia.org/wiki/Nummius_Tuscus	https://godot.date/id/McuvVgBBxANSeDcK3K7WAf	294 AD: Flavius Valerius Constantius Caesar I / C. Galerius Valerius Maximianus Caesar I
295	Nummius Tuscus	C. Annius Anullinus				https://en.wikipedia.org/wiki/Nummius_Tuscus	https://en.wikipedia.org/wiki/Diocletian	https://godot.date/id/qyMUmtzTYeSWyr66hWwYdb	295 AD: Nummius Tuscus / C. Annius Anullinus
296	Imp. Caesar C. Aurelius Valerius Diocletianus Augustus VI	Flavius Valerius Constantius Caesar II				https://en.wikipedia.org/wiki/Diocletian		https://godot.date/id/krECjj5Zug5DU6X64oP55	296 AD: Imp. Caesar C. Aurelius Valerius Diocletianus Augustus VI / Flavius Valerius Constantius Caesar II
297	Imp. Caesar M. Aurelius Valerius Maximianus Augustus V	C. Galerius Valerius Maximianus Caesar II				https://en.wikipedia.org/wiki/Maximian	https://en.wikipedia.org/wiki/Anicius_Faustus_Paulinus_(consul_298)	https://godot.date/id/HwqUQwtGXS8ReNhsorTgpn	297 AD: Imp. Caesar M. Aurelius Valerius Maximianus Augustus V / C. Galerius Valerius Maximianus Caesar II
298	Anicius Faustus II	Virius Gallus					https://en.wikipedia.org/wiki/Diocletian	https://godot.date/id/xXaU3EQuxhyg8hL23ZfSsW	298 AD: Anicius Faustus II / Virius Gallus
299	Imp. Caesar C. Aurelius Valerius Diocletianus Augustus VII	Imp. Caesar M. Aurelius Valerius Maximianus Augustus VI				https://en.wikipedia.org/wiki/Diocletian	https://en.wikipedia.org/wiki/Constantius_Chlorus	https://godot.date/id/3aFU57VJCiEDBTpVtxqQEF	299 AD: Imp. Caesar C. Aurelius Valerius Diocletianus Augustus VII / Imp. Caesar M. Aurelius Valerius Maximianus Augustus VI
300	Flavius Valerius Constantius Caesar III	C. Galerius Valerius Maximianus Caesar III				https://en.wikipedia.org/wiki/Constantius_Chlorus		https://godot.date/id/N4V7mSmpdYFcy2AeZutdj3	300 AD: Flavius Valerius Constantius Caesar III / C. Galerius Valerius Maximianus Caesar III
301	T. Flavius Postumius Titianus II	Virius Nepotianus				https://en.wikipedia.org/wiki/Titus_Flavius_Postumius_Titianus	https://en.wikipedia.org/wiki/Virius_Nepotianus	https://godot.date/id/RFUmgJuf4dcxgcLQJPB9CW	301 AD: T. Flavius Postumius Titianus II / Virius Nepotianus
302	Flavius Valerius Constantius Caesar IV	C. Galerius Valerius Maximianus Caesar IV					https://en.wikipedia.org/wiki/Galerius	https://godot.date/id/hgjKbmgFhjosYWidLVsNn4	302 AD: Flavius Valerius Constantius Caesar IV / C. Galerius Valerius Maximianus Caesar IV
303	Imp. Caesar C. Aurelius Valerius Diocletianus Augustus VIII	Imp. Caesar M. Aurelius Valerius Maximianus Augustus VII				https://en.wikipedia.org/wiki/Diocletian	https://en.wikipedia.org/wiki/Maximian	https://godot.date/id/XcLAcsrZvuT8WMzTLeWD8o	303 AD: Imp. Caesar C. Aurelius Valerius Diocletianus Augustus VIII / Imp. Caesar M. Aurelius Valerius Maximianus Augustus VII
304	Imp. Caesar C. Aurelius Valerius Diocletianus Augustus IX	Imp. Caesar M. Aurelius Valerius Maximianus Augustus VIII				https://en.wikipedia.org/wiki/Diocletian	https://en.wikipedia.org/wiki/Maximian	https://godot.date/id/7N6DuwZZ4HnZDK929g9PUh	304 AD: Imp. Caesar C. Aurelius Valerius Diocletianus Augustus IX / Imp. Caesar M. Aurelius Valerius Maximianus Augustus VIII
305	Flavius Valerius Constantius Caesar V	C. Galerius Valerius Maximianus Caesar V				https://en.wikipedia.org/wiki/Constantius_Chlorus	https://en.wikipedia.org/wiki/Galerius	https://godot.date/id/cfnAbbk9mJueD4hevrgvxJ	305 AD: Flavius Valerius Constantius Caesar V / C. Galerius Valerius Maximianus Caesar V
306	Imp. Caesar Flavius Valerius Constantius Augustus VI	Imp. Caesar C. Galerius Valerius Maximianus Augustus VI				https://en.wikipedia.org/wiki/Constantius_Chlorus	https://en.wikipedia.org/wiki/Galerius	https://godot.date/id/tQCMtSXMBDVwWyem5i8oma	306 AD: Imp. Caesar Flavius Valerius Constantius Augustus VI / Imp. Caesar C. Galerius Valerius Maximianus Augustus VI
307	Imp. Caesar M. Aurelius Valerius Maximianus Augustus IX (West)	Flavius Valerius Constantinus Caesar (West)					https://en.wikipedia.org/wiki/Constantine_I_(emperor)	https://godot.date/id/3jDkwkyqSy9cVPrZCwFSJK	307 AD: Imp. Caesar M. Aurelius Valerius Maximianus Augustus IX (West) / Flavius Valerius Constantinus Caesar (West)
307	Imp. Caesar Flavius Valerius Severus Augustus (East)	Galerius Valerius Maximinus Caesar (East)				https://en.wikipedia.org/wiki/Valerius_Severus	https://en.wikipedia.org/wiki/Maximinus_Daia	https://godot.date/id/6cs8w6G39KRg2RuQ9pSGN6	307 AD: Imp. Caesar Flavius Valerius Severus Augustus (East) / Galerius Valerius Maximinus Caesar (East)
307	Imp. Caesar C. Galerius Valerius Maximianus Augustus VII (Rome; January–April)	Galerius Valerius Maximinus Caesar (Rome; January–April)				https://en.wikipedia.org/wiki/Galerius	https://en.wikipedia.org/wiki/Maximinus_Daia	https://godot.date/id/5ppNvERxijcdK8tYT9NkeB	307 AD: Imp. Caesar C. Galerius Valerius Maximianus Augustus VII (Rome; January–April) / Galerius Valerius Maximinus Caesar (Rome; January–April)
308	C. Aurelius Valerius Diocletianus senior Augustus X	Imp. Caesar C. Galerius Valerius Maximianus Augustus VII				https://en.wikipedia.org/wiki/Diocletian		https://godot.date/id/AhJMoPK6By4DHnm5xk39Zf	308 AD: C. Aurelius Valerius Diocletianus senior Augustus X / Imp. Caesar C. Galerius Valerius Maximianus Augustus VII
308	Imp. Caesar M. Aurelius Valerius Maxentius Augustus (Rome; April–December)	Valerius Romulus I (Rome; April–December)				https://en.wikipedia.org/wiki/Maxentius		https://godot.date/id/PTvc8HLumNX67N6bms37iK	308 AD: Imp. Caesar M. Aurelius Valerius Maxentius Augustus (Rome; April–December) / Valerius Romulus I (Rome; April–December)
309	Imp. Caesar C. Valerius Licinianus Licinius Augustus	Imp. Caesar Flavius Valerius Constantinus Augustus					https://en.wikipedia.org/wiki/Constantine_the_Great	https://godot.date/id/jjsHCYDgFRAAGEnh2oBxSN	309 AD: Imp. Caesar C. Valerius Licinianus Licinius Augustus / Imp. Caesar Flavius Valerius Constantinus Augustus
309	Imp. Caesar M. Aurelius Valerius Maxentius Augustus II (Rome)	Valerius Romulus II (Rome)				https://en.wikipedia.org/wiki/Maxentius	https://en.wikipedia.org/wiki/Valerius_Romulus	https://godot.date/id/DPSitAk4EYi2NhpmDTdzXT	309 AD: Imp. Caesar M. Aurelius Valerius Maxentius Augustus II (Rome) / Valerius Romulus II (Rome)
310	Tatius Andronicus	Pompeius Probus					https://en.wikipedia.org/wiki/Pompeius_Probus	https://godot.date/id/4QNUqjyZUbRUQFcan3NmhV	310 AD: Tatius Andronicus / Pompeius Probus
310	Imp. Caesar M. Aurelius Valerius Maxentius Augustus III (Rome)					https://en.wikipedia.org/wiki/Maxentius		https://godot.date/id/CouZHmvLUuzCS2cx9fRDbD	310 AD: Imp. Caesar M. Aurelius Valerius Maxentius Augustus III (Rome) /
311	Imp. Caesar C. Galerius Valerius Maximianus Augustus VIII	Imp. Caesar Galerius Valerius Maximinus Augustus II					https://en.wikipedia.org/wiki/Maximinus_Daia	https://godot.date/id/2bfYfJSjGbTtrXfNnLQjFL	311 AD: Imp. Caesar C. Galerius Valerius Maximianus Augustus VIII / Imp. Caesar Galerius Valerius Maximinus Augustus II
311	C. Caeionius Rufius Volusianus (Rome; from September)	Aradius Rufinus (Rome; from September)				https://en.wikipedia.org/wiki/Gaius_Caeionius_Rufius_Volusianus		https://godot.date/id/oeiqZ8G82bwPiveqtg2Pbh	311 AD: C. Caeionius Rufius Volusianus (Rome; from September) / Aradius Rufinus (Rome; from September)
312	Imp. Caesar Flavius Valerius Constantinus Augustus II	Imp. Caesar C. Valerius Licinianus Licinius Augustus II				https://en.wikipedia.org/wiki/Constantine_the_Great	https://en.wikipedia.org/wiki/Licinius	https://godot.date/id/odbgKmPAC8bLH8Q4sR2dpM	312 AD: Imp. Caesar Flavius Valerius Constantinus Augustus II / Imp. Caesar C. Valerius Licinianus Licinius Augustus II
312	Imp. Caesar M. Aurelius Valerius Maxentius Augustus IV (Rome)					https://en.wikipedia.org/wiki/Maxentius		https://godot.date/id/rsKzCGp4WxvBigEt6jXzAG	312 AD: Imp. Caesar M. Aurelius Valerius Maxentius Augustus IV (Rome) /
313	Imp. Caesar Flavius Valerius Constantinus Augustus III	Imp. Caesar C. Valerius Licinianus Licinius Augustus III				https://en.wikipedia.org/wiki/Constantine_the_Great	https://en.wikipedia.org/wiki/Licinius	https://godot.date/id/mMd9Uq3E2kiaBctpNZERkF	313 AD: Imp. Caesar Flavius Valerius Constantinus Augustus III / Imp. Caesar C. Valerius Licinianus Licinius Augustus III
313	Imp. Caesar Galerius Valerius Maximinus Augustus III (Rome, Egypt, inter alios)					https://en.wikipedia.org/wiki/Maximinus_Daia		https://godot.date/id/VmSY4EdShid33sTJQyTmi4	313 AD: Imp. Caesar Galerius Valerius Maximinus Augustus III (Rome, Egypt, inter alios) /
314	C. Caeionius Rufius Volusianus II	Petronius Annianus				https://en.wikipedia.org/wiki/Gaius_Caeionius_Rufius_Volusianus		https://godot.date/id/aPSyqJuVdjRiLrCxKojqdk	314 AD: C. Caeionius Rufius Volusianus II / Petronius Annianus
315	Imp. Caesar Flavius Valerius Constantinus Augustus IV	Imp. Caesar C. Valerius Licinianus Licinius Augustus IV				https://en.wikipedia.org/wiki/Constantine_the_Great	https://en.wikipedia.org/wiki/Licinius	https://godot.date/id/2nKXiqJpmB65aWSmHWaVnV	315 AD: Imp. Caesar Flavius Valerius Constantinus Augustus IV / Imp. Caesar C. Valerius Licinianus Licinius Augustus IV
316	Antonius Caecinius Sabinus	C. Vettius Cossinius Rufinus					https://en.wikipedia.org/wiki/Gaius_Vettius_Cossinius_Rufinus	https://godot.date/id/mkSRLv6qH7jRXraUzfmfAE	316 AD: Antonius Caecinius Sabinus / C. Vettius Cossinius Rufinus
317	Ovinius Gallicanus	Caesonius Bassus (from February)					https://en.wikipedia.org/wiki/Caesonius_Bassus	https://godot.date/id/QeefnrR2wNFScrZC8UQkh9	317 AD: Ovinius Gallicanus / Caesonius Bassus (from February)
318	Imp. Caesar C. Valerius Licinianus Licinius Augustus V	Flavius Julius Crispus Caesar				https://en.wikipedia.org/wiki/Licinius		https://godot.date/id/GCx54huN77zZ5PDHvuMjzM	318 AD: Imp. Caesar C. Valerius Licinianus Licinius Augustus V / Flavius Julius Crispus Caesar
319	Imp. Caesar Flavius Valerius Constantinus Augustus V	Valerius Licinianus Licinius Caesar				https://en.wikipedia.org/wiki/Constantine_the_Great	https://en.wikipedia.org/wiki/Licinius_II	https://godot.date/id/a7Uo9wmAkTx3tTYWhNcZkE	319 AD: Imp. Caesar Flavius Valerius Constantinus Augustus V / Valerius Licinianus Licinius Caesar
320	Imp. Caesar Flavius Valerius Constantinus Augustus VI	Flavius Claudius Constantinus Caesar				https://en.wikipedia.org/wiki/Constantine_the_Great	https://en.wikipedia.org/wiki/Constantine_II_(emperor)	https://godot.date/id/ykUYJPK84VALWFy73zh4SN	320 AD: Imp. Caesar Flavius Valerius Constantinus Augustus VI / Flavius Claudius Constantinus Caesar
321	Flavius Julius Crispus Caesar II (West)	Flavius Claudius Constantinus Caesar II (West)				https://en.wikipedia.org/wiki/Crispus	https://en.wikipedia.org/wiki/Constantine_II_(emperor)	https://godot.date/id/tgR8GL8XiUfR4dEpByx4bV	321 AD: Flavius Julius Crispus Caesar II (West) / Flavius Claudius Constantinus Caesar II (West)
321	Imp. Caesar C. Valerius Licinianus Licinius Augustus VI (East)	Valerius Licinianus Licinius Caesar II (East)				https://en.wikipedia.org/wiki/Licinius	https://en.wikipedia.org/wiki/Licinius_II	https://godot.date/id/YU2LB6GyiQiXtgs5jAxqiU	321 AD: Imp. Caesar C. Valerius Licinianus Licinius Augustus VI (East) / Valerius Licinianus Licinius Caesar II (East)
322	Petronius Probianus (West)	Amnius Anicius Julianus (West)				https://en.wikipedia.org/wiki/Petronius_Probianus		https://godot.date/id/XAB4jZXBuzpAivBcM6mi	322 AD: Petronius Probianus (West) / Amnius Anicius Julianus (West)
322	Post consulatum Licinii Augusti VI et Licinii Caesaris II (East)							https://godot.date/id/o5v2BTCT6RuKcUDbysVRmb	322 AD: Post consulatum Licinii Augusti VI et Licinii Caesaris II (East) /
323	Acilius Severus (West)	Vettius Rufinus (West)			Potentially related to Vettius Rufinus, consul of 316 AD, see discussion in Bagnall, Roger S., et al., Consuls of the Later Roman Empire (1987), p. 180	https://en.wikipedia.org/wiki/Acilius_Severus		https://godot.date/id/i4XQsbJhwSB6W5gZsXD62e	323 AD: Acilius Severus (West) / Vettius Rufinus (West)
323	II post consulatum Licinii Augusti VI et Licinii Caesaris II (East)							https://godot.date/id/GW23AG8DSedKwzZYfmaP5D	323 AD: II post consulatum Licinii Augusti VI et Licinii Caesaris II (East) /
324	Flavius Julius Crispus Caesar III	Flavius Claudius Constantinus Caesar III				https://en.wikipedia.org/wiki/Crispus		https://godot.date/id/xAocAK7wBaNzntm2TyNbJ7	324 AD: Flavius Julius Crispus Caesar III / Flavius Claudius Constantinus Caesar III
325	Valerius Proculus (January to May)	Sex. Anicius Paulinus		Proculus seems to have fallen into disgrace and Iulianus appointed for him, see T. D. Barnes, in ZPE 21 (1976), p. 280 and T. D. Barnes, The New Empire of Diocletian and Constantine, p. 102. Proculus could be identical with the proc. Africae in 319/320 AD, see Bagnall, Roger S., et al., Consuls of the Later Roman Empire (1987), p. 184.			https://en.wikipedia.org/wiki/Sextus_Anicius_Faustus_Paulinus_(consul_325)	https://godot.date/id/sNDhu2rdM6Smu9zkDLT26A	325 AD: Valerius Proculus (January to May) / Sex. Anicius Paulinus
325	Julius Julianus (suff.; May to December)	Sex. Anicius Paulinus		Following p.Stras 137.20 and p.Stras 138.17 the first name could be Ionius instead of Julius, see discussion in Bagnall, Roger S., et al., Consuls of the Later Roman Empire (1987), p. 629f.		https://en.wikipedia.org/wiki/Julius_Julianus	https://en.wikipedia.org/wiki/Sextus_Anicius_Faustus_Paulinus_(consul_325)	https://godot.date/id/qJkZHQKbuyNWGNbU8ngBFc	325 AD: Julius Julianus (suff.; May to December) / Sex. Anicius Paulinus
326	Flavius Valerius Constantinus Augustus VII	Flavius Julius Constantius Caesar				https://en.wikipedia.org/wiki/Constantine_the_Great	https://en.wikipedia.org/wiki/Constantius_II	https://godot.date/id/43scZg7Wzmpb8C3iQwvxGE	326 AD: Flavius Valerius Constantinus Augustus VII / Flavius Julius Constantius Caesar
327	Flavius Constantius	L. Valerius Maximus Basilius					https://en.wikipedia.org/wiki/Lucius_Valerius_Maximus_Basilius_(consul)	https://godot.date/id/P5LWyEKoaM4MRVoCMNgX9F	327 AD: Flavius Constantius / L. Valerius Maximus Basilius
328	Flavius Januarinus	Vettius Justus						https://godot.date/id/Nph8yy9WMCoPi6mvkHBXfb	328 AD: Flavius Januarinus / Vettius Justus
329	Flavius Valerius Constantinus Augustus VIII	Flavius Claudius Constantinus Caesar IV				https://en.wikipedia.org/wiki/Constantine_the_Great	https://en.wikipedia.org/wiki/Constantine_II_(emperor)	https://godot.date/id/GN9RKSpwAbheuzWCejwnSi	329 AD: Flavius Valerius Constantinus Augustus VIII / Flavius Claudius Constantinus Caesar IV
330	Flavius Gallicanus	Aurelius Valerius Tullianus Symmachus				https://en.wikipedia.org/wiki/Gallicanus_(consul_330)	https://en.wikipedia.org/wiki/Aurelius_Valerius_Tullianus_Symmachus	https://godot.date/id/q3LSZdPKtKNgmYeK6FuMGc	330 AD: Flavius Gallicanus / Aurelius Valerius Tullianus Symmachus
331	Junius Annius Bassus	Ablabius				https://en.wikipedia.org/wiki/Junius_Annius_Bassus	https://en.wikipedia.org/wiki/Ablabius_(consul_331)	https://godot.date/id/m6hGWPBAKhWDAdJXVmEhUT	331 AD: Junius Annius Bassus / Ablabius
332	Lucius Papius Pacatianus	Maecilius Hilarianus						https://godot.date/id/uhxsZzMdYx2qAGm2aquZB9	332 AD: Lucius Papius Pacatianus / Maecilius Hilarianus
333	Flavius Dalmatius	Domitius Zenophilus				https://en.wikipedia.org/wiki/Flavius_Dalmatius		https://godot.date/id/ctHqctCLA8CDkUYVe7gRcW	333 AD: Flavius Dalmatius / Domitius Zenophilus
334	Flavius Optatus	Amnius M'. Caesonius Nicomachus Anicius Paulinus Honorius				https://en.wikipedia.org/wiki/Flavius_Optatus	https://en.wikipedia.org/wiki/Amnius_Anicius_Paulinus	https://godot.date/id/nKPfZ3Jyb7Tx5h4LY2AgbX	334 AD: Flavius Optatus / Amnius M'. Caesonius Nicomachus Anicius Paulinus Honorius
335	Julius Constantius	Caeionius Rufius Albinus				https://en.wikipedia.org/wiki/Julius_Constantius		https://godot.date/id/Gyqk3VEbpGBfyhwzHrJMkG	335 AD: Julius Constantius / Caeionius Rufius Albinus
336	Virius Nepotianus	Tettius Facundus				https://en.wikipedia.org/wiki/Virius_Nepotianus		https://godot.date/id/eVbCoy6CwxjUJ9PyKiJGkA	336 AD: Virius Nepotianus / Tettius Facundus
337	Flavius Felicianus	T. Fabius Titianus						https://godot.date/id/2hMvJxzG5JhNpJmfFaFdV3	337 AD: Flavius Felicianus / T. Fabius Titianus
338	Flavius Ursus	Flavius Polemius						https://godot.date/id/yX7TpAD5nZwxfouxyjgRtD	338 AD: Flavius Ursus / Flavius Polemius
339	Flavius Julius Constantius Augustus II	Flavius Julius Claudius Constans Augustus				https://en.wikipedia.org/wiki/Constantius_II	https://en.wikipedia.org/wiki/Constans	https://godot.date/id/HNbF3SgcWzr5GkWdi4fWPk	339 AD: Flavius Julius Constantius Augustus II / Flavius Julius Claudius Constans Augustus
340	Septimius Acindynus	L. Aradius Valerius Proculus Populonius				https://en.wikipedia.org/wiki/Septimius_Acindynus	https://en.wikipedia.org/wiki/Lucius_Aradius_Valerius_Proculus	https://godot.date/id/HZ6FZMQkkhnJj3Rrk3EToi	340 AD: Septimius Acindynus / L. Aradius Valerius Proculus Populonius
341	Antonius Marcellinus	Petronius Probinus					https://en.wikipedia.org/wiki/Petronius_Probinus_(consul_341)	https://godot.date/id/FgSuBnthghw689iHSSMySQ	341 AD: Antonius Marcellinus / Petronius Probinus
342	Flavius Julius Constantius Augustus III	Flavius Julius Claudius Constans Augustus II				https://en.wikipedia.org/wiki/Constantius_II	https://en.wikipedia.org/wiki/Constans	https://godot.date/id/z7eZ6RyvRKATA8c4inL76D	342 AD: Flavius Julius Constantius Augustus III / Flavius Julius Claudius Constans Augustus II
343	M. Maecius Memmius Furius Baburius Caecilianus Placidus	Flavius Romulus				https://en.wikipedia.org/wiki/Marcus_Maecius_Memmius_Furius_Baburius_Caecilianus_Placidus	https://en.wikipedia.org/wiki/Flavius_Romulus_(consul)	https://godot.date/id/NLxsAnrwXvwU7uLafT88FW	343 AD: M. Maecius Memmius Furius Baburius Caecilianus Placidus / Flavius Romulus
344	Domitius Leontius (West and East)	Flavius Bonosus (West; until April/May)						https://godot.date/id/hUsT6weL6PNExqmNGepQtX	344 AD: Domitius Leontius (West and East) / Flavius Bonosus (West; until April/May)
344	Domitius Leontius (West and East)	Julius Sallustius (East; all year. West; after April /May)						https://godot.date/id/ZScBzKuWYmxbyt68Ucf3NX	344 AD: Domitius Leontius (West and East) / Julius Sallustius (East; all year. West; after April /May)
345	Flavius Amantius	M. Nummius Albinus						https://godot.date/id/PErsQywtYEtFig6saUGSYZ	345 AD: Flavius Amantius / M. Nummius Albinus
346	Flavius Julius Constantius Augustus IV	Flavius Julius Claudius Constans Augustus III				https://en.wikipedia.org/wiki/Constantius_II	https://en.wikipedia.org/wiki/Constans	https://godot.date/id/Wx8Ze9nYGwKoBPgwSWp8xm	346 AD: Flavius Julius Constantius Augustus IV / Flavius Julius Claudius Constans Augustus III
347	Vulcacius Rufinus	Flavius Eusebius					https://en.wikipedia.org/wiki/Eusebius_(consul_347)	https://godot.date/id/mRpUHDtJFM9mHusXDBkYpZ	347 AD: Vulcacius Rufinus / Flavius Eusebius
348	Flavius Philippus	Flavius Salia				https://en.wikipedia.org/wiki/Flavius_Philippus	https://en.wikipedia.org/wiki/Flavius_Salia	https://godot.date/id/qHcoQNo4tB8ENcTy3LHLBc	348 AD: Flavius Philippus / Flavius Salia
349	Ulpius Limenius	Fabius Aconius Catullinus Philomathius				https://en.wikipedia.org/wiki/Ulpius_Limenius	https://en.wikipedia.org/wiki/Fabius_Aconius_Catullinus_Philomathius	https://godot.date/id/A55BVQBQaFsirhRXRiYCNd	349 AD: Ulpius Limenius / Fabius Aconius Catullinus Philomathius
350	Flavius Sergius	Flavius Nigrinianus						https://godot.date/id/sK2y6NhDn9Dx5nVow2aUvF	350 AD: Flavius Sergius / Flavius Nigrinianus
