emperor_label	wikidata_uri	year	not_before	not_after	godot_uri
Tacitus	https://www.wikidata.org/wiki/Q177988	1	275	276	https://godot.date/id/zu8e3J7fdr9QgGPwawtU95
Probus	https://www.wikidata.org/wiki/Q187068	1	276	276	https://godot.date/id/ZoR35ZtkgRp2ybsrjdFs5N
Probus	https://www.wikidata.org/wiki/Q187068	2	276	277	https://godot.date/id/ZBFdXXq8DwgpaXGrs6qE2f
Probus	https://www.wikidata.org/wiki/Q187068	3	277	278	https://godot.date/id/mz8A3fRRobJGaT9eggTZSc
Probus	https://www.wikidata.org/wiki/Q187068	4	278	279	https://godot.date/id/4uYziLDsaqPCskXMcmGr7k
Probus	https://www.wikidata.org/wiki/Q187068	5	279	280	https://godot.date/id/wThHK8kjPtFLKfXJTsVAPM
Probus	https://www.wikidata.org/wiki/Q187068	6	280	281	https://godot.date/id/qd2KSyYi2CsenngnFX5Dfn
Probus	https://www.wikidata.org/wiki/Q187068	7	281	282	https://godot.date/id/u8pKZmXUVH8tvutPVcsVoD
Probus	https://www.wikidata.org/wiki/Q187068	8	282	282	https://godot.date/id/zkf9TSakaSijkCKTXQKwqG
Carus	https://www.wikidata.org/wiki/Q187004	1	282	283	https://godot.date/id/oq8BgamWgV6z8gfwdQwKcS
Carinus	https://www.wikidata.org/wiki/Q190097	1	283	283	https://godot.date/id/REaxerjoFMVDTki3DTsWcP
Carinus	https://www.wikidata.org/wiki/Q190097	2	283	284	https://godot.date/id/C4ZmL7GqwQBeW5tnWh2AJJ
Carinus	https://www.wikidata.org/wiki/Q190097	3	284	284	https://godot.date/id/6cjFwRezMS3QPtwsY7BHVF
Numerianus	https://www.wikidata.org/wiki/Q46821	1	283	283	https://godot.date/id/sy7asPVrzcfsbPkGKQ4JRN
Numerianus	https://www.wikidata.org/wiki/Q46821	2	283	284	https://godot.date/id/nCNSwbWy5U9XuEJwojL4LN
Numerianus	https://www.wikidata.org/wiki/Q46821	3	284	284	https://godot.date/id/7g2f8MHqnHygULKDKMQ27E
Diocletian	https://www.wikidata.org/wiki/Q43107	1	284	285	https://godot.date/id/ygekJxMSipCacBwpyEXVfB
Diocletian	https://www.wikidata.org/wiki/Q43107	2	285	286	https://godot.date/id/35PEoKEtv5oxYyVLTCKFkd
Diocletian	https://www.wikidata.org/wiki/Q43107	3	286	287	https://godot.date/id/Q2L7PdxcxsRhmkXgQgsnRQ
Diocletian	https://www.wikidata.org/wiki/Q43107	4	287	288	https://godot.date/id/XdcbymaXeDcco5PtmV9hiJ
Diocletian	https://www.wikidata.org/wiki/Q43107	5	288	289	https://godot.date/id/8fVMdLqWZj8XGmFRHmZWwD
Diocletian	https://www.wikidata.org/wiki/Q43107	6	289	290	https://godot.date/id/nNMgvjouesWF5XGxbBQCA9
Diocletian	https://www.wikidata.org/wiki/Q43107	7	290	291	https://godot.date/id/CiRTvzYiZUiRhdBkWrjip7
Diocletian	https://www.wikidata.org/wiki/Q43107	8	291	292	https://godot.date/id/zvuxctcCjTr8XRy4ekt3Sh
Diocletian	https://www.wikidata.org/wiki/Q43107	9	292	293	https://godot.date/id/nuaSxzexF8gNGJFeoWVQaR
Diocletian	https://www.wikidata.org/wiki/Q43107	10	293	294	https://godot.date/id/TFDoYRms6BJpXCTTtWsaoi
Diocletian	https://www.wikidata.org/wiki/Q43107	11	294	295	https://godot.date/id/zwiw6gyTbVH4rcAtMMfbX6
Diocletian	https://www.wikidata.org/wiki/Q43107	12	295	296	https://godot.date/id/5EHmPgMS7hhk2gY37jA3Cg
Diocletian	https://www.wikidata.org/wiki/Q43107	13	296	297	https://godot.date/id/53r362YuGLPikSrpFNSGMJ
Diocletian	https://www.wikidata.org/wiki/Q43107	14	297	298	https://godot.date/id/JH7sbGaiR6ppopwXjpvBqR
Diocletian	https://www.wikidata.org/wiki/Q43107	15	298	299	https://godot.date/id/faSCoaT3FnatumAmGHnwp3
Diocletian	https://www.wikidata.org/wiki/Q43107	16	299	300	https://godot.date/id/DXZY6iFCfVTVCavUjPAu6G
Diocletian	https://www.wikidata.org/wiki/Q43107	17	300	301	https://godot.date/id/r7NFYjXhHWHbStcuFiw6QZ
Diocletian	https://www.wikidata.org/wiki/Q43107	18	301	302	https://godot.date/id/8gz7NRHYpAoY6yn8MvkweR
Diocletian	https://www.wikidata.org/wiki/Q43107	19	302	303	https://godot.date/id/oYhrpEaaAt4E5WSieobv5N
Diocletian	https://www.wikidata.org/wiki/Q43107	20	303	304	https://godot.date/id/aSSCwjBRNNkVefB9h8QriB
Diocletian	https://www.wikidata.org/wiki/Q43107	21	304	305	https://godot.date/id/QALGZDVJj4ZQ8vHKCxdEcQ
