emperor_label	wikidata_uri	trib_pot_no	not_before	not_after	godot_uri
Aurelian	https://www.wikidata.org/wiki/Q46780	5	273	274	https://godot.date/id/yjSQ9ucXqdooa9nD6YtHik
Aurelian	https://www.wikidata.org/wiki/Q46780	6	274	275	https://godot.date/id/uJfQSRaD2UqvPqeydLviL9
Tacitus	https://www.wikidata.org/wiki/Q177988	1	275	275	https://godot.date/id/iwKWbDpYSNbRCg9hMiBwU6
Tacitus	https://www.wikidata.org/wiki/Q177988	2	275	276	https://godot.date/id/BtSjKLfhLqiRUwAykxovMj
Probus	https://www.wikidata.org/wiki/Q187068	1	276	276	https://godot.date/id/vESaDezTwGJnt2cAttpSc9
Probus	https://www.wikidata.org/wiki/Q187068	2	276	277	https://godot.date/id/GAGavUUz5Gcdk7kLF5m7MH
Probus	https://www.wikidata.org/wiki/Q187068	3	277	278	https://godot.date/id/hSPuQ8rsFcAXAgUdavZFDP
Probus	https://www.wikidata.org/wiki/Q187068	4	278	279	https://godot.date/id/XpLpax6aUyiaFyjQFxzgE5
Probus	https://www.wikidata.org/wiki/Q187068	5	279	280	https://godot.date/id/8CGGWiC67GMRfTHxzEoJSN
Probus	https://www.wikidata.org/wiki/Q187068	6	280	281	https://godot.date/id/yq2UJqgXT5YoeFMiVV7ZfF
Probus	https://www.wikidata.org/wiki/Q187068	7	281	282	https://godot.date/id/GhxyQy8Gq7sA2YTbSxABxc
Carus	https://www.wikidata.org/wiki/Q187004	1	282	282	https://godot.date/id/5qZwAntzTzngZyuQrUQRvK
Carus	https://www.wikidata.org/wiki/Q187004	2	282	283	https://godot.date/id/T5eJWJjEMujdwexFcNNVpJ
Carinus	https://www.wikidata.org/wiki/Q190097	1	283	283	https://godot.date/id/wme7pM4pVUTQWWG62wHpp7
Carinus	https://www.wikidata.org/wiki/Q190097	2	283	284	https://godot.date/id/tU94aRuhRyEnNqW6WHm7gm
Carinus	https://www.wikidata.org/wiki/Q190097	3	284	285	https://godot.date/id/5WxFTinfVMgcykZjzd5ehH
Numerianus	https://www.wikidata.org/wiki/Q46821	1	283	283	https://godot.date/id/bwq5soq3YyzE3NMSeR9iFA
Numerianus	https://www.wikidata.org/wiki/Q46821	2	283	284	https://godot.date/id/XczUYrgXwah6LYdxDrHJKi
Diocletian	https://www.wikidata.org/wiki/Q43107	1	284	284	https://godot.date/id/rDxET2HWaPhfj3Pk5TsAnW
Diocletian	https://www.wikidata.org/wiki/Q43107	2	284	285	https://godot.date/id/bpYbYhM7AAxdt2H7osHgbF
Diocletian	https://www.wikidata.org/wiki/Q43107	3	285	286	https://godot.date/id/K6Uq5MrE9gJWruJaR95Dc4
Diocletian	https://www.wikidata.org/wiki/Q43107	4	286	287	https://godot.date/id/fQVP92cpWcrLGaBwf2YwGh
Diocletian	https://www.wikidata.org/wiki/Q43107	5	287	288	https://godot.date/id/CbzztbjR4eY25xsYE7hP5Q
Diocletian	https://www.wikidata.org/wiki/Q43107	6	288	289	https://godot.date/id/ooReaFq4EF2CUaWEKBPPBn
Diocletian	https://www.wikidata.org/wiki/Q43107	7	289	290	https://godot.date/id/Q7aZB6yavKpvAHWua5TkvW
Diocletian	https://www.wikidata.org/wiki/Q43107	8	290	291	https://godot.date/id/DCRTbEqdPoRM46DNrFftse
Diocletian	https://www.wikidata.org/wiki/Q43107	9	291	292	https://godot.date/id/yV5cAa7yyE9Ce46kNR4Hy3
Diocletian	https://www.wikidata.org/wiki/Q43107	10	292	293	https://godot.date/id/PAuzGZhrsaqFYR7exZimxJ
Diocletian	https://www.wikidata.org/wiki/Q43107	11	293	294	https://godot.date/id/SJzhhCHuwKDePTH8Jx5HAf
Diocletian	https://www.wikidata.org/wiki/Q43107	12	294	295	https://godot.date/id/dK9CP4eVBp4qRuyDpSdBei
Diocletian	https://www.wikidata.org/wiki/Q43107	13	295	296	https://godot.date/id/iLGi7jx9Seji7qCpEmKWN4
Diocletian	https://www.wikidata.org/wiki/Q43107	14	296	297	https://godot.date/id/K9Vqf6Ecq74vn98Vb9XvJ8
Diocletian	https://www.wikidata.org/wiki/Q43107	15	297	298	https://godot.date/id/tSvdiF5AVmfgLPWDRLKdEb
Diocletian	https://www.wikidata.org/wiki/Q43107	16	298	299	https://godot.date/id/ZPrB72fRzgei439VXL3uLU
Diocletian	https://www.wikidata.org/wiki/Q43107	17	299	300	https://godot.date/id/f8ea7UTjXN7apoQk4sQooL
Diocletian	https://www.wikidata.org/wiki/Q43107	18	300	301	https://godot.date/id/tVhGa7bU3CcW8xasd8mUD9
Diocletian	https://www.wikidata.org/wiki/Q43107	19	301	302	https://godot.date/id/f6G3XSv65qeAeoSXGuaGbJ
Diocletian	https://www.wikidata.org/wiki/Q43107	20	302	303	https://godot.date/id/rnN9pu3myyScfACDQua7wC
Diocletian	https://www.wikidata.org/wiki/Q43107	21	303	304	https://godot.date/id/RXccDtMsAwedPbebwuEWEF
Diocletian	https://www.wikidata.org/wiki/Q43107	22	304	305	https://godot.date/id/WvpbMBNebgqJNnRP2JuSJW
Maximian	https://www.wikidata.org/wiki/Q46768	1	286	286	https://godot.date/id/PiGx6NBRg22AT2rhKYh86a
Maximian	https://www.wikidata.org/wiki/Q46768	2	286	287	https://godot.date/id/NAT8NWMDLD4beqnE3eTCeF
Maximian	https://www.wikidata.org/wiki/Q46768	3	287	288	https://godot.date/id/w4SudT4PvgkufdxqfVvScb
Maximian	https://www.wikidata.org/wiki/Q46768	4	288	289	https://godot.date/id/NLViLbHP6Uu4b7ggtM2uU8
Maximian	https://www.wikidata.org/wiki/Q46768	5	289	290	https://godot.date/id/3ZdYFNU2yTkYqPiPDMJkcG
Maximian	https://www.wikidata.org/wiki/Q46768	6	290	291	https://godot.date/id/hNTj2v654mDPvC4VgC5HqW
Maximian	https://www.wikidata.org/wiki/Q46768	7	291	292	https://godot.date/id/afAiAfRmNQYSBDf2JHdh5b
Maximian	https://www.wikidata.org/wiki/Q46768	8	292	293	https://godot.date/id/TfWmz5wxfjYyqdWGzYzkab
Maximian	https://www.wikidata.org/wiki/Q46768	9	293	293	https://godot.date/id/7qE4ZVDag4nxyxTV8SPSYm
Maximian	https://www.wikidata.org/wiki/Q46768	10	293	294	https://godot.date/id/EKX2aDng4h5uSe5sv6QVcY
Maximian	https://www.wikidata.org/wiki/Q46768	11	294	295	https://godot.date/id/fNCGhat48GWAeVYdhacGuB
Maximian	https://www.wikidata.org/wiki/Q46768	12	295	296	https://godot.date/id/Di8SFc6v3g98xBKHGmX3J9
Maximian	https://www.wikidata.org/wiki/Q46768	13	296	297	https://godot.date/id/oohNbMqGsX66nt6Q4RxwQn
Maximian	https://www.wikidata.org/wiki/Q46768	14	297	298	https://godot.date/id/kNw7sxcB4Sutm567dHnAjZ
Maximian	https://www.wikidata.org/wiki/Q46768	15	298	299	https://godot.date/id/aQBGkC77YToBcm6HNbgadT
Maximian	https://www.wikidata.org/wiki/Q46768	16	299	300	https://godot.date/id/avs3qAEBEdtaUQgA45P5Fi
Maximian	https://www.wikidata.org/wiki/Q46768	17	300	301	https://godot.date/id/G68nqYEdErJDFiSANQTdE3
Maximian	https://www.wikidata.org/wiki/Q46768	18	301	302	https://godot.date/id/VTtpu8FCPRDuXZ3mSciizD
Maximian	https://www.wikidata.org/wiki/Q46768	19	302	303	https://godot.date/id/38UB2boXTiDY6Wpd9bWgHN
Maximian	https://www.wikidata.org/wiki/Q46768	20	303	304	https://godot.date/id/qy529cdqitDNNmvSkZL9UF
Maximian	https://www.wikidata.org/wiki/Q46768	21	304	305	https://godot.date/id/uiANnGAAqmATSWXBaWqyxe
Constantius I	https://www.wikidata.org/wiki/Q131195	1	293	293	https://godot.date/id/jHLj8MQyfquG575ZExXcnF
Constantius I	https://www.wikidata.org/wiki/Q131195	2	293	294	https://godot.date/id/bbQhzdyoec6JncDxE7ZFJf
Constantius I	https://www.wikidata.org/wiki/Q131195	3	294	295	https://godot.date/id/6omUKTi9QYbNoyj6tLyCe3
Constantius I	https://www.wikidata.org/wiki/Q131195	4	295	296	https://godot.date/id/tQkNPeNuoasUTqJgGHZXGS
Constantius I	https://www.wikidata.org/wiki/Q131195	5	296	297	https://godot.date/id/HtcJoRxM8pni3XZrrzfpr6
Constantius I	https://www.wikidata.org/wiki/Q131195	6	297	298	https://godot.date/id/82KcPfveQMYdkRTF2DyGJJ
Constantius I	https://www.wikidata.org/wiki/Q131195	7	298	299	https://godot.date/id/DNPQ2wJSRqoTiFuLj6jhEG
Constantius I	https://www.wikidata.org/wiki/Q131195	8	299	300	https://godot.date/id/gtjLkgC6SG6Cjd8eNxB4vH
Constantius I	https://www.wikidata.org/wiki/Q131195	9	300	301	https://godot.date/id/aCxBpQfobqWuvPTYio9o7F
Constantius I	https://www.wikidata.org/wiki/Q131195	10	301	302	https://godot.date/id/w2PX9LNbMpdKwNXndLGdaa
Constantius I	https://www.wikidata.org/wiki/Q131195	11	302	303	https://godot.date/id/B973haXqpMwA96nRmatELB
Constantius I	https://www.wikidata.org/wiki/Q131195	12	303	304	https://godot.date/id/rgNHYLL99pJiYr95kC8ZuB
Constantius I	https://www.wikidata.org/wiki/Q131195	13	304	305	https://godot.date/id/JD4SjH3QRj4nnBqDvBQJrh
Constantius I	https://www.wikidata.org/wiki/Q131195	14	305	306	https://godot.date/id/5JW99omyaifQTvaLXrJqji
Galerius	https://www.wikidata.org/wiki/Q172168	1	293	293	https://godot.date/id/aaxEQoTWVNtCLGje5udR6e
Galerius	https://www.wikidata.org/wiki/Q172168	2	293	294	https://godot.date/id/HoicSbum5qFEBzgwZ7KWwB
Galerius	https://www.wikidata.org/wiki/Q172168	3	294	295	https://godot.date/id/zCrnxjdERsR5utx2FbhVGS
Galerius	https://www.wikidata.org/wiki/Q172168	4	295	296	https://godot.date/id/oi5E8Hv6RvoBNT4tCSqEgX
Galerius	https://www.wikidata.org/wiki/Q172168	5	296	297	https://godot.date/id/2LhWhLpQgdb2rGxbLvAbdM
Galerius	https://www.wikidata.org/wiki/Q172168	6	297	298	https://godot.date/id/9C2TbuPsVQnJz97BURQm2R
Galerius	https://www.wikidata.org/wiki/Q172168	7	298	299	https://godot.date/id/XG79sYeUEDjnUzWzyK8pc6
Galerius	https://www.wikidata.org/wiki/Q172168	8	299	300	https://godot.date/id/gbMAy8iJiLM7iNhbEiXVR4
Galerius	https://www.wikidata.org/wiki/Q172168	9	300	301	https://godot.date/id/sbxnPJsweAUNCbZ8zcpBFU
Galerius	https://www.wikidata.org/wiki/Q172168	10	301	302	https://godot.date/id/NqmkmJPK2YNDZPz9vuG7VF
Galerius	https://www.wikidata.org/wiki/Q172168	11	302	303	https://godot.date/id/UfLPf6SV4DG4yfEVPMaQh2
Galerius	https://www.wikidata.org/wiki/Q172168	12	303	304	https://godot.date/id/qmiaUfuHR6xeLcrw4VwLhC
Galerius	https://www.wikidata.org/wiki/Q172168	13	304	305	https://godot.date/id/ef62t778zNsjrmSHLyKmrR
Galerius	https://www.wikidata.org/wiki/Q172168	14	305	305	https://godot.date/id/qiZdhBXcthvmvZ5YJAHfeU
Galerius	https://www.wikidata.org/wiki/Q172168	15	305	306	https://godot.date/id/qhm6gfuFYjfwNzD7uqiS2H
Galerius	https://www.wikidata.org/wiki/Q172168	16	306	307	https://godot.date/id/R5iJQL7y4uPizPuvdXSdS6
Galerius	https://www.wikidata.org/wiki/Q172168	17	307	308	https://godot.date/id/JKzh5tCgRsHu268TbaFkoQ
Galerius	https://www.wikidata.org/wiki/Q172168	18	308	309	https://godot.date/id/upW8dxUbYXAJLckVHYw4PZ
Galerius	https://www.wikidata.org/wiki/Q172168	19	309	310	https://godot.date/id/btjNzrBm7amBbVpE2mqhi7
Galerius	https://www.wikidata.org/wiki/Q172168	20	310	311	https://godot.date/id/jyCAVzJCvD5B83aRPUyPf3
Maxentius	https://www.wikidata.org/wiki/Q182070	1	307	307	https://godot.date/id/HDjjqsuqK2eP6WeqMucQME
Maxentius	https://www.wikidata.org/wiki/Q182070	2	307	308	https://godot.date/id/3hFrh5Q5hRLZqjhsZ4hve3
Maxentius	https://www.wikidata.org/wiki/Q182070	3	308	309	https://godot.date/id/RtWw7iVqMumftHZMvhD2J5
Maxentius	https://www.wikidata.org/wiki/Q182070	4	309	310	https://godot.date/id/D2pwLurX3sXXDfqoyBQhUj
Maxentius	https://www.wikidata.org/wiki/Q182070	5	310	311	https://godot.date/id/LHE4Tr6woiSsHvAhDrQiVV
Maxentius	https://www.wikidata.org/wiki/Q182070	6	311	312	https://godot.date/id/nCCcoi2hLGZen3WiZYR3im
Licinius	https://www.wikidata.org/wiki/Q184549	1	308	308	https://godot.date/id/iWxFeDWJCKTGcvwdT2tHjX
Licinius	https://www.wikidata.org/wiki/Q184549	2	308	309	https://godot.date/id/mfL9wuQY8ELaRcKgJEtkjc
Licinius	https://www.wikidata.org/wiki/Q184549	3	309	310	https://godot.date/id/8FwaiwKhnCCkoKMUrUvt9U
Licinius	https://www.wikidata.org/wiki/Q184549	4	310	311	https://godot.date/id/BxQuSKFKLeDxNR6CbQgckT
Licinius	https://www.wikidata.org/wiki/Q184549	5	311	312	https://godot.date/id/mPvhUcLZshCPVeWPm6RNEH
Licinius	https://www.wikidata.org/wiki/Q184549	6	312	313	https://godot.date/id/7ihkpTTnJcgz86X2RP796T
Licinius	https://www.wikidata.org/wiki/Q184549	7	313	314	https://godot.date/id/TL29H762SSWSN8bAA5nWeM
Licinius	https://www.wikidata.org/wiki/Q184549	8	314	315	https://godot.date/id/LLq2QrZX4vQoQ8d9LMXszK
Licinius	https://www.wikidata.org/wiki/Q184549	9	315	316	https://godot.date/id/YYKkUTKn4edZZe5GFXaSY6
Licinius	https://www.wikidata.org/wiki/Q184549	10	316	317	https://godot.date/id/TwcZkyeBj6izJV6SnECpSe
Licinius	https://www.wikidata.org/wiki/Q184549	11	317	318	https://godot.date/id/bKycYyziUqs7CBSH5qV2rk
Licinius	https://www.wikidata.org/wiki/Q184549	12	318	319	https://godot.date/id/j3WvrPJcsLeyBtdHJViqCg
Licinius	https://www.wikidata.org/wiki/Q184549	13	319	320	https://godot.date/id/9kVYgN4gC9HwkUo3sj9uJm
Licinius	https://www.wikidata.org/wiki/Q184549	14	320	321	https://godot.date/id/VRb6jte65vH7GW5nLENyE4
Licinius	https://www.wikidata.org/wiki/Q184549	15	321	322	https://godot.date/id/4xebHKipd2aFAQBScBhxaG
Licinius	https://www.wikidata.org/wiki/Q184549	16	322	323	https://godot.date/id/Pfxaso8VBmwXTq4StJTX2Y
Licinius	https://www.wikidata.org/wiki/Q184549	17	323	324	https://godot.date/id/uJ4xBwrPHKQDyCYwyAcbhX
Constantin I	https://www.wikidata.org/wiki/Q8413	1	306	306	https://godot.date/id/uggkNEWFDYAswgwL2TT3BQ
Constantin I	https://www.wikidata.org/wiki/Q8413	2	306	307	https://godot.date/id/DJZQxuBbGRKALeEhY5aNZJ
Constantin I	https://www.wikidata.org/wiki/Q8413	3	307	307	https://godot.date/id/FpFDH6wBhhr9EAkfgeZCs9
Constantin I	https://www.wikidata.org/wiki/Q8413	4	307	308	https://godot.date/id/4wcihuERd32ZCMrWvRmhMc
Constantin I	https://www.wikidata.org/wiki/Q8413	5	308	309	https://godot.date/id/Sne8YxW5U67UQnhfNNJMN7
Constantin I	https://www.wikidata.org/wiki/Q8413	6	309	310	https://godot.date/id/zsvM9aErg8GYoieVF9PkL5
Constantin I	https://www.wikidata.org/wiki/Q8413	7	310	311	https://godot.date/id/oGf5VAnroXHeeHS32Fb5wJ
Constantin I	https://www.wikidata.org/wiki/Q8413	8	311	312	https://godot.date/id/nrx46tfWGM5wPe4Cc5yGu9
Constantin I	https://www.wikidata.org/wiki/Q8413	9	312	313	https://godot.date/id/6wbxuqqgedgdAWpaYNaSQ8
Constantin I	https://www.wikidata.org/wiki/Q8413	10	313	314	https://godot.date/id/FYLX9T6w7bGMJDatbcj2aP
Constantin I	https://www.wikidata.org/wiki/Q8413	11	314	315	https://godot.date/id/rDKDED98SefpGcp5fGs6z2
Constantin I	https://www.wikidata.org/wiki/Q8413	12	315	316	https://godot.date/id/WG8Jk4FxWrtgcdVNrL9x7X
Constantin I	https://www.wikidata.org/wiki/Q8413	13	316	317	https://godot.date/id/f4sYqbvERJCxGqNPKQSfkf
Constantin I	https://www.wikidata.org/wiki/Q8413	14	317	318	https://godot.date/id/nwyk24FhWZ6YJvuyJDGpxA
Constantin I	https://www.wikidata.org/wiki/Q8413	15	318	319	https://godot.date/id/JvP7fXAxm3ADs8BErG7hmc
Constantin I	https://www.wikidata.org/wiki/Q8413	16	319	320	https://godot.date/id/QMBrBzUnDrh4XCh3yTfpTj
Constantin I	https://www.wikidata.org/wiki/Q8413	17	320	321	https://godot.date/id/NxpPpGVfvpbzef3iTfTea9
Constantin I	https://www.wikidata.org/wiki/Q8413	18	321	322	https://godot.date/id/k7LQsomRQk6DCbnYCXjmgd
Constantin I	https://www.wikidata.org/wiki/Q8413	19	322	323	https://godot.date/id/45rDCcHLWetPENcrXPRUGZ
Constantin I	https://www.wikidata.org/wiki/Q8413	20	323	324	https://godot.date/id/hFFEWQYFBtVcNaqRs6dXJB
Constantin I	https://www.wikidata.org/wiki/Q8413	21	324	325	https://godot.date/id/Ro2niK9Eg9j4rCWCriqxC2
Constantin I	https://www.wikidata.org/wiki/Q8413	22	325	326	https://godot.date/id/GmUnBVo8JJKNSPC9YaxBBW
Constantin I	https://www.wikidata.org/wiki/Q8413	23	326	327	https://godot.date/id/FgYsPUXHGpwdSNo8G5QGqb
Constantin I	https://www.wikidata.org/wiki/Q8413	24	327	328	https://godot.date/id/chPUtDMNSh2TPRGfioABtR
Constantin I	https://www.wikidata.org/wiki/Q8413	25	328	329	https://godot.date/id/zdoMSg9kD8KsgHhmwS8Mqe
Constantin I	https://www.wikidata.org/wiki/Q8413	26	329	330	https://godot.date/id/QieUJWwn9n6cYEy2kZeCVh
Constantin I	https://www.wikidata.org/wiki/Q8413	27	330	331	https://godot.date/id/yKQ3AxbWZgksfsbpCjas4c
Constantin I	https://www.wikidata.org/wiki/Q8413	28	331	332	https://godot.date/id/6QKQErw4Dsin6gGEiXjpuA
Constantin I	https://www.wikidata.org/wiki/Q8413	29	332	333	https://godot.date/id/jp8cftyyarxA7t6oku4erY
Constantin I	https://www.wikidata.org/wiki/Q8413	30	333	334	https://godot.date/id/9oPs7jhFRUGs7fqAGUMcNc
Constantin I	https://www.wikidata.org/wiki/Q8413	31	334	335	https://godot.date/id/RKtzinMPcGHReJDDRmnqKB
Constantin I	https://www.wikidata.org/wiki/Q8413	32	335	336	https://godot.date/id/DRw8qz48HSDE9NS7TCXXCc
Constantin I	https://www.wikidata.org/wiki/Q8413	33	336	337	https://godot.date/id/jWfmn5dByXEvvVNDXzJrHK
Constantius II	https://www.wikidata.org/wiki/Q46418	1	324	324	https://godot.date/id/nfekQB7DdrGdQS4wvTRD82
Constantius II	https://www.wikidata.org/wiki/Q46418	2	324	325	https://godot.date/id/Ds88jtWuYxF3qYWyChUuum
Constantius II	https://www.wikidata.org/wiki/Q46418	3	325	326	https://godot.date/id/2UfjpdAy8ScLCuu8nyjD7i
Constantius II	https://www.wikidata.org/wiki/Q46418	4	326	327	https://godot.date/id/AySp9HrsY9vcw7th2ntbUM
Constantius II	https://www.wikidata.org/wiki/Q46418	5	327	328	https://godot.date/id/K32tCC7P3ge2tJVy4jjRH2
Constantius II	https://www.wikidata.org/wiki/Q46418	6	328	329	https://godot.date/id/2A84wYHhk949r8NMNKtPfU
Constantius II	https://www.wikidata.org/wiki/Q46418	7	329	330	https://godot.date/id/hSmTTAcp5jiTidjfMrrJ4S
Constantius II	https://www.wikidata.org/wiki/Q46418	8	330	331	https://godot.date/id/CXrEHUvG2PQt5vrR5R5nBo
Constantius II	https://www.wikidata.org/wiki/Q46418	9	331	332	https://godot.date/id/dPbXTzBKuFbRY83NsLUr2H
Constantius II	https://www.wikidata.org/wiki/Q46418	10	332	333	https://godot.date/id/2gv28h9iPn2SWUVTFTUARE
Constantius II	https://www.wikidata.org/wiki/Q46418	11	333	334	https://godot.date/id/KjMj5YyFKKbBeXza4gzFdQ
Constantius II	https://www.wikidata.org/wiki/Q46418	12	334	335	https://godot.date/id/ErHf9Y4CrNM3xAkYadkhTH
Constantius II	https://www.wikidata.org/wiki/Q46418	13	335	336	https://godot.date/id/4jBfCFL9XvqLBGsRcQ6x3j
Constantius II	https://www.wikidata.org/wiki/Q46418	14	336	337	https://godot.date/id/rQKs4ZaGsS7frVeyNTb3rj
Constantius II	https://www.wikidata.org/wiki/Q46418	15	337	337	https://godot.date/id/U8uXQbcVzLNrVkL3PFYA59
Constantius II	https://www.wikidata.org/wiki/Q46418	16	337	338	https://godot.date/id/c6rVZdKQYJL4qr4yQrWZ9A
Constantius II	https://www.wikidata.org/wiki/Q46418	17	338	339	https://godot.date/id/vAhRp7CWm27iDuJkNS7ejH
Constantius II	https://www.wikidata.org/wiki/Q46418	18	339	340	https://godot.date/id/6wEJqHHsFg45Z24nj3Bg7W
Constantius II	https://www.wikidata.org/wiki/Q46418	19	340	341	https://godot.date/id/A8ofB3mmhyKR8BwTARkYu7
Constantius II	https://www.wikidata.org/wiki/Q46418	20	341	342	https://godot.date/id/RkFJDTRZhnAMbfE8FH2YmF
Constantius II	https://www.wikidata.org/wiki/Q46418	21	342	343	https://godot.date/id/cgSP7NSkk7P26zgSsCQiPf
Constantius II	https://www.wikidata.org/wiki/Q46418	22	343	344	https://godot.date/id/tVwh56NrYbQL8c2ZF64Vee
Constantius II	https://www.wikidata.org/wiki/Q46418	23	344	345	https://godot.date/id/E8WKTChHNMfVXLc7qfjsCE
Constantius II	https://www.wikidata.org/wiki/Q46418	24	345	346	https://godot.date/id/kcVdajrx6FaNYCJpqivBEP
Constantius II	https://www.wikidata.org/wiki/Q46418	25	346	347	https://godot.date/id/sgeCKHMSASovLERMBUc6BY
Constantius II	https://www.wikidata.org/wiki/Q46418	26	347	348	https://godot.date/id/Z5RYykkc4xcEbGJZj8sgeT
Constantius II	https://www.wikidata.org/wiki/Q46418	27	348	349	https://godot.date/id/BmUfv3Jvuefw8kum7p6EFk
Constantius II	https://www.wikidata.org/wiki/Q46418	28	349	350	https://godot.date/id/UbzGby7p9zfwrFTSaTch3o
Constantius II	https://www.wikidata.org/wiki/Q46418	29	350	351	https://godot.date/id/cqSHCWZpSaw32vttid83ic
Constantius II	https://www.wikidata.org/wiki/Q46418	30	351	352	https://godot.date/id/VcZ3eXj59jEbwKm5SYGHrR
Constantius II	https://www.wikidata.org/wiki/Q46418	31	352	353	https://godot.date/id/nDNr7Af7ujDs2Re3PDNQ6f
Constantius II	https://www.wikidata.org/wiki/Q46418	32	353	354	https://godot.date/id/4wjQzRMjLktdsZnt3vgDHk
Constantius II	https://www.wikidata.org/wiki/Q46418	33	354	355	https://godot.date/id/GaUkLAoHb8jsg8DHA9jqY6
Constantius II	https://www.wikidata.org/wiki/Q46418	34	355	356	https://godot.date/id/K4QyJ3uG9Jazyw2VV6xe9a
Constantius II	https://www.wikidata.org/wiki/Q46418	35	356	357	https://godot.date/id/su7n86TRsizNVBAcHem8YS
Constantius II	https://www.wikidata.org/wiki/Q46418	36	357	358	https://godot.date/id/DyFdFbKzxPggzchBzokv25
Constantius II	https://www.wikidata.org/wiki/Q46418	37	358	359	https://godot.date/id/MijQfXBeUhMRHmhqzoicHW
Constantius II	https://www.wikidata.org/wiki/Q46418	38	359	360	https://godot.date/id/t8hyV34CEcKo5K4gjVGn5Q
Constantius II	https://www.wikidata.org/wiki/Q46418	39	360	361	https://godot.date/id/wNxga6MPtxUWV9fpmER86H
Valentinian I	https://www.wikidata.org/wiki/Q46720	1	364	364	https://godot.date/id/qpT3G4aNRMokXn9fRFyAAb
Valentinian I	https://www.wikidata.org/wiki/Q46720	2	364	365	https://godot.date/id/ZGQ46LQncosCRbbUHrhonG
Valentinian I	https://www.wikidata.org/wiki/Q46720	3	365	366	https://godot.date/id/7HaUYHUxcUSo5JUpKgeKaa
Valentinian I	https://www.wikidata.org/wiki/Q46720	4	366	367	https://godot.date/id/GxEu8NrvQLsfstc6KfdRAg
Valentinian I	https://www.wikidata.org/wiki/Q46720	5	367	368	https://godot.date/id/rLTkDFVLZEFdqp5wxHqcCh
Valentinian I	https://www.wikidata.org/wiki/Q46720	6	368	369	https://godot.date/id/reuK6HoRd6Po326sUkUTuE
Valentinian I	https://www.wikidata.org/wiki/Q46720	7	369	370	https://godot.date/id/PzQ2gk4mpWeQ9qg4UmfGHn
Valentinian I	https://www.wikidata.org/wiki/Q46720	8	370	371	https://godot.date/id/tWN8QnY7N6p5ZWqvEAKJSc
Valentinian I	https://www.wikidata.org/wiki/Q46720	9	371	372	https://godot.date/id/FDH28e8nQeqnZSojf7hwVH
Valentinian I	https://www.wikidata.org/wiki/Q46720	10	372	373	https://godot.date/id/3TG6DdbuQHqbwNJiKtCfX6
Valentinian I	https://www.wikidata.org/wiki/Q46720	11	373	374	https://godot.date/id/MXp6yE5AiUzPTpqMNaWTjN
Valentinian I	https://www.wikidata.org/wiki/Q46720	12	374	375	https://godot.date/id/5QaacPdJsXzCnwsuTa9HV6
Valens	https://www.wikidata.org/wiki/Q172471	1	364	364	https://godot.date/id/YCszPoacAikJGFkDXte4Q8
Valens	https://www.wikidata.org/wiki/Q172471	2	364	365	https://godot.date/id/87G2gti6qJxujgV6uqfBAm
Valens	https://www.wikidata.org/wiki/Q172471	3	365	366	https://godot.date/id/rCTmgGSbrU5ke6vktFqd23
Valens	https://www.wikidata.org/wiki/Q172471	4	366	367	https://godot.date/id/A5RTTBpN8dYcg5Y9Ez6zwU
Valens	https://www.wikidata.org/wiki/Q172471	5	367	368	https://godot.date/id/V9sysVVNCxqxL3Jnspy8KH
Valens	https://www.wikidata.org/wiki/Q172471	6	368	369	https://godot.date/id/7EqwXMzh8kZDCJniCAKUxk
Valens	https://www.wikidata.org/wiki/Q172471	7	369	370	https://godot.date/id/Rw6nMwkqVTpoaNUaMfzBem
Valens	https://www.wikidata.org/wiki/Q172471	8	370	371	https://godot.date/id/ZutVCpYbpfuYZgAF9njLje
Valens	https://www.wikidata.org/wiki/Q172471	9	371	372	https://godot.date/id/nAc9UpCHmdBMGfj53p7yGP
Valens	https://www.wikidata.org/wiki/Q172471	10	372	373	https://godot.date/id/jtbM78zsedQgukjHokqc4M
Valens	https://www.wikidata.org/wiki/Q172471	11	373	374	https://godot.date/id/v4n2VDyyRU5foZkkBHhxA3
Valens	https://www.wikidata.org/wiki/Q172471	12	374	375	https://godot.date/id/UnG7x9SWBNDZpCpWze4p5W
Valens	https://www.wikidata.org/wiki/Q172471	13	375	376	https://godot.date/id/yh7LLz8CCdGSK8uMMjCS4k
Valens	https://www.wikidata.org/wiki/Q172471	14	376	377	https://godot.date/id/NEndNXEe483Gbgnykf5HKV
Valens	https://www.wikidata.org/wiki/Q172471	15	377	378	https://godot.date/id/eJz8SbNdLFehUxPKMEatuF
Gratian	https://www.wikidata.org/wiki/Q189108	1	367	367	https://godot.date/id/VTCw8634tJo9zkgFbVmAiB
Gratian	https://www.wikidata.org/wiki/Q189108	2	367	368	https://godot.date/id/KRH32SmkJo2tukADh4RhAf
Gratian	https://www.wikidata.org/wiki/Q189108	3	368	369	https://godot.date/id/cDFkQnPCEgLTEBaqY34RoD
Gratian	https://www.wikidata.org/wiki/Q189108	4	369	370	https://godot.date/id/Y58C2JwenqzFvshQ7cgfr4
Gratian	https://www.wikidata.org/wiki/Q189108	5	370	371	https://godot.date/id/y3LMymua8inqW9tWuBMyZH
Gratian	https://www.wikidata.org/wiki/Q189108	6	371	372	https://godot.date/id/bzyXo986HqeXebpeSKQa74
