emperor_label	wikidata_uri	imp_acc_no	not_before	not_after	time_span_end	date_is_uncertain	comment	godot_uri
Galerius	https://www.wikidata.org/wiki/Q172168	15	0307-03-01	0308-02-29	0308-03-01			https://godot.date/id/Xq5bmsbCDMZxr2ALPw9CDN
Galerius	https://www.wikidata.org/wiki/Q172168	16	0308-03-01	0309-02-28	0309-03-01			https://godot.date/id/UWvfWcbXGpkChpygA6WrYA
Galerius	https://www.wikidata.org/wiki/Q172168	17	0309-03-01	0310-02-28	0310-03-01			https://godot.date/id/c4oheq5wkucmV8i34ofh7j
Galerius	https://www.wikidata.org/wiki/Q172168	18	0310-03-01	0311-02-28	0311-03-01			https://godot.date/id/rxWeYwuMQWWtvTWSu7hTTe
Galerius	https://www.wikidata.org/wiki/Q172168	19	0311-03-01	0311-05	0311-05			https://godot.date/id/4ReseKvd4byJJpeBGB4sdL
Licinius	https://www.wikidata.org/wiki/Q184549	1	0308-11-11	0309-11-10	0309-11-11			https://godot.date/id/qASu73ZCFw7R6kbUHLTnXK
Licinius	https://www.wikidata.org/wiki/Q184549	2	0309-11-11	0310-11-10	0310-11-11			https://godot.date/id/A3LL85xqmThu9x8YLHn96f
Licinius	https://www.wikidata.org/wiki/Q184549	3	0310-11-11	0311-11-10	0323-11-11			https://godot.date/id/pEV3gwri4qon2EZM3PyEEF
Licinius	https://www.wikidata.org/wiki/Q184549	4	0323-11-11	0324-09-19	0324-09-19			https://godot.date/id/gt7h9QAV4ZpmHJRoLuY9dD
Constantin I	https://www.wikidata.org/wiki/Q8413	1	0306-07-25	0307-07-24	0307-07-25			https://godot.date/id/utcXB5EfCosLmPUNjDRbw5
Constantin I	https://www.wikidata.org/wiki/Q8413	2	0307-07-25	0307	0307			https://godot.date/id/tLTkSWPhWKFzwmuDPrdX4L
Constantin I	https://www.wikidata.org/wiki/Q8413	3	0307	0308-07-24	0308-07-25			https://godot.date/id/99StbtGmEqeASQ847atSvU
Constantin I	https://www.wikidata.org/wiki/Q8413	4	0308-07-25	0309-07-24	0309-07-25			https://godot.date/id/yoVUhGN8ftMJrvJovSckqn
Constantin I	https://www.wikidata.org/wiki/Q8413	5	0309-07-25	0310-07-24	0310-07-25			https://godot.date/id/QPiBwGUUHAURStuRyTAGUB
Constantin I	https://www.wikidata.org/wiki/Q8413	6	0310-07-25	0311-07-24	0311-07-25			https://godot.date/id/7Td38yhEYDDkL2bAv9v6Pm
Constantin I	https://www.wikidata.org/wiki/Q8413	7	0311-07-25	0312-07-24	0312-07-25			https://godot.date/id/KFmsnSrhtYNyShiLkpPmmc
Constantin I	https://www.wikidata.org/wiki/Q8413	8	0312-07-25	0313-07-24	0313-07-25			https://godot.date/id/Z9XdsFFmXGiA6q9R8X8jcn
Constantin I	https://www.wikidata.org/wiki/Q8413	9	0313-07-25	0314-07-24	0314-07-25			https://godot.date/id/NZheB2kigJvfuZgQPDPR5m
Constantin I	https://www.wikidata.org/wiki/Q8413	10	0314-07-25	0315-07-24	0315-07-25			https://godot.date/id/ao38wnag2pS7JeVGfwv7DK
Constantin I	https://www.wikidata.org/wiki/Q8413	11	0315-07-25	0316-07-24	0316-07-25			https://godot.date/id/K5Fd9NKhpnDM84yrFEHL3F
Constantin I	https://www.wikidata.org/wiki/Q8413	12	0316-07-25	0317-07-24	0317-07-25			https://godot.date/id/sknsP4QLFCTrb7r7ADULyL
Constantin I	https://www.wikidata.org/wiki/Q8413	13	0317-07-25	0318-07-24	0318-07-25			https://godot.date/id/NjnuMe5AiT7nAuejisEVBW
Constantin I	https://www.wikidata.org/wiki/Q8413	14	0318-07-25	0319-07-24	0319-07-25			https://godot.date/id/8cSWfBRfm3aMdD3wDYKb2k
Constantin I	https://www.wikidata.org/wiki/Q8413	15	0319-07-25	0320-07-24	0320-07-25			https://godot.date/id/6XZZxoLbSngkskUKRYrwmh
Constantin I	https://www.wikidata.org/wiki/Q8413	16	0320-07-25	0321-07-24	0321-07-25			https://godot.date/id/S9vV62eupm2mbTkSikmWZJ
Constantin I	https://www.wikidata.org/wiki/Q8413	17	0321-07-25	0322-07-24	0322-07-25			https://godot.date/id/cNBiYwPVoetn5HMfixdU76
Constantin I	https://www.wikidata.org/wiki/Q8413	18	0322-07-25	0323-07-24	0323-07-25			https://godot.date/id/BUTffNJXZJiAVd5mQUPusS
Constantin I	https://www.wikidata.org/wiki/Q8413	19	0323-07-25	0324-07-24	0324-07-25			https://godot.date/id/bQMpju9XdWTu5cG3iFimxW
Constantin I	https://www.wikidata.org/wiki/Q8413	20	0324-07-25	0325-07-24	0325-07-25			https://godot.date/id/8rPwhC2UwRikeMEYxeUmtY
Constantin I	https://www.wikidata.org/wiki/Q8413	21	0325-07-25	0326-07-24	0326-07-25			https://godot.date/id/8DvSMsXqMbDeDeWVKjaDNY
Constantin I	https://www.wikidata.org/wiki/Q8413	22	0326-07-25	0327-07-24	0327-07-25			https://godot.date/id/dXyL9bf87LyBvuafSYrhCh
Constantin I	https://www.wikidata.org/wiki/Q8413	23	0327-07-25	0328-07-24	0328-07-25			https://godot.date/id/R5hKuQDn6pVgnrfqBNnuyd
Constantin I	https://www.wikidata.org/wiki/Q8413	24	0328-07-25	0329-07-24	0329-07-25			https://godot.date/id/co3nLbyyzd34KDVTTaBAR9
Constantin I	https://www.wikidata.org/wiki/Q8413	25	0329-07-25	0330-07-24	0330-07-25			https://godot.date/id/25UmhTM7R5vymxKotHcdrY
Constantin I	https://www.wikidata.org/wiki/Q8413	26	0330-07-25	0331-07-24	0331-07-25			https://godot.date/id/M3jt7fRkhkPhXe37vNqwhc
Constantin I	https://www.wikidata.org/wiki/Q8413	27	0331-07-25	0332-07-24	0332-07-25			https://godot.date/id/cJN8XQANkcaPYiGcyAz3iQ
Constantin I	https://www.wikidata.org/wiki/Q8413	28	0332-07-25	0333-07-24	0333-07-25			https://godot.date/id/QpXzmCW9hNfy5xqYKPAazX
Constantin I	https://www.wikidata.org/wiki/Q8413	29	0333-07-25	0334-07-24	0334-07-25			https://godot.date/id/TFva4HkBN2GwbA5yPymref
Constantin I	https://www.wikidata.org/wiki/Q8413	30	0334-07-25	0335-07-24	0335-07-25			https://godot.date/id/pJeWkTvtubuMWbbu8n2u83
Constantin I	https://www.wikidata.org/wiki/Q8413	31	0335-07-25	0336-07-24	0336-07-25			https://godot.date/id/3kTf85MyveFJrwTyyekA2L
Constantin I	https://www.wikidata.org/wiki/Q8413	32	0336-07-25	0337-05-22	0337-05-22			https://godot.date/id/ddGXU85qxRt6VWYYEoUzTo
Constantius II	https://www.wikidata.org/wiki/Q46418	1	0324-11-08	0325-11-07	0325-11-08			https://godot.date/id/jooqcuEqUsBvdN6LgHBD8G
Constantius II	https://www.wikidata.org/wiki/Q46418	2	0325-11-08	0326-11-07	0326-11-08			https://godot.date/id/iTdkDm6SCDtrdyJ7vUt4YE
Constantius II	https://www.wikidata.org/wiki/Q46418	3	0326-11-08	0327-11-07	0336-11-08			https://godot.date/id/tpZ5BQDdZPNo3QgMd7TU9H
Constantius II	https://www.wikidata.org/wiki/Q46418	12	0336-11-08	0337-09-08	0337-11-08			https://godot.date/id/q2h9qGLCqcW4pfXcGFizeE
Constantius II	https://www.wikidata.org/wiki/Q46418	13	0337-11-08	0338-11-07	0338-11-08			https://godot.date/id/T7xzihAvemMseqoVedhFW2
Constantius II	https://www.wikidata.org/wiki/Q46418	14	0338-11-08	0339-11-07	0360-11-08			https://godot.date/id/Jcvz7a3wxBszfQsW8b9No8
Constantius II	https://www.wikidata.org/wiki/Q46418	46	0360-11-08	0361-11-03	0361-11-03			https://godot.date/id/uCz7Q3N4gMcvkq5xzMd8iL
Valentinian I	https://www.wikidata.org/wiki/Q46720	1	0364-02-25	0365-02-24	0365-02-25			https://godot.date/id/Hi5EARyb62793M5NFNRTfn
Valentinian I	https://www.wikidata.org/wiki/Q46720	2	0365-02-25	0366-02-24	0366-02-25			https://godot.date/id/Yym5tLyvnVt73Z8MhKcQ6a
Valentinian I	https://www.wikidata.org/wiki/Q46720	3	0366-02-25	0367-02-24	0367-02-25			https://godot.date/id/zEDqTzShgnKRowSBZEWuxa
Valentinian I	https://www.wikidata.org/wiki/Q46720	4	0367-02-25	0368-02-24	0368-02-25			https://godot.date/id/vwyD3XjUEumoQBvqxkcAqD
Valentinian I	https://www.wikidata.org/wiki/Q46720	5	0368-02-25	0369-02-24	0369-02-25			https://godot.date/id/7iuEtspy3U5T3VkrHzjxf2
Valentinian I	https://www.wikidata.org/wiki/Q46720	6	0369-02-25	0370-02-24	0370-02-25			https://godot.date/id/7zY2nixiRzQw8RfdrwTUWj
Valentinian I	https://www.wikidata.org/wiki/Q46720	7	0370-02-25	0371-02-24	0371-02-25			https://godot.date/id/6cApuTnXAvGy9wxrFiVnrd
Valentinian I	https://www.wikidata.org/wiki/Q46720	8	0371-02-25	0372-02-24	0372-02-25			https://godot.date/id/pVC9tKfqTChgeUc8z6TnHe
Valentinian I	https://www.wikidata.org/wiki/Q46720	9	0372-02-25	0373-02-24	0373-02-25			https://godot.date/id/vngPb9FaqJEUvU7pGtK4LT
Valentinian I	https://www.wikidata.org/wiki/Q46720	10	0373-02-25	0374-02-24	0374-02-25			https://godot.date/id/RjxSRZyZdqsfctKtUVDief
Valentinian I	https://www.wikidata.org/wiki/Q46720	11	0374-02-25	0375-02-24	0375-02-25			https://godot.date/id/VmdBHhz7KKLgcNkhdqRDuJ
Valentinian I	https://www.wikidata.org/wiki/Q46720	12	0375-02-25	0375-11-17	0375-11-17			https://godot.date/id/Jte7Q2LY5FKZkBi9ricGbK
Valens	https://www.wikidata.org/wiki/Q172471	1	0364-03-28	0365-03-27	0365-03-28			https://godot.date/id/sNtRC8ujLCVq3ytxKfSYhL
Valens	https://www.wikidata.org/wiki/Q172471	2	0365-03-28	0366-03-27	0366-03-28			https://godot.date/id/vooL4GDx6nuQuoohpSoas8
Valens	https://www.wikidata.org/wiki/Q172471	3	0366-03-28	0367-03-27	0367-03-28			https://godot.date/id/vENaZNHDP8PTUnbHPBL7qf
Valens	https://www.wikidata.org/wiki/Q172471	4	0367-03-28	0368-03-27	0368-03-28			https://godot.date/id/j2u8nmMiWqAX9zjrV9JBSZ
Valens	https://www.wikidata.org/wiki/Q172471	5	0368-03-28	0369-03-27	0369-03-28			https://godot.date/id/VgDrNWEsWPHerBfHywP6Z2
Valens	https://www.wikidata.org/wiki/Q172471	6	0369-03-28	0370-03-27	0370-03-28			https://godot.date/id/dJYPGokQM5p2Q9dQ6Kx8fc
Valens	https://www.wikidata.org/wiki/Q172471	7	0370-03-28	0371-03-27	0371-03-28			https://godot.date/id/hR7dt6JzfRGQp8bWWdghg7
Valens	https://www.wikidata.org/wiki/Q172471	8	0371-03-28	0372-03-27	0372-03-28			https://godot.date/id/NiKQE2zL2uwhnMed9qzvRg
Valens	https://www.wikidata.org/wiki/Q172471	9	0372-03-28	0373-03-27	0373-03-28			https://godot.date/id/37mb36HZNJCayJYKtJrSZV
Valens	https://www.wikidata.org/wiki/Q172471	10	0373-03-28	0374-03-27	0374-03-28			https://godot.date/id/Sqwc34hradJJgBFoeFtJPg
Valens	https://www.wikidata.org/wiki/Q172471	11	0374-03-28	0375-03-27	0375-03-28			https://godot.date/id/q4Y3xtQUbSawYgQ4RsgSWk
Valens	https://www.wikidata.org/wiki/Q172471	12	0375-03-28	0376-03-27	0376-03-28			https://godot.date/id/2jtngVsnUZm5ZeReFzyFaC
Valens	https://www.wikidata.org/wiki/Q172471	13	0376-03-28	0377-03-27	0377-03-28			https://godot.date/id/BjmUDLjSmQKdCiFujdoXwY
Valens	https://www.wikidata.org/wiki/Q172471	14	0377-03-28	0378-03-27	0378-03-28			https://godot.date/id/i4UFCP6qMCUEShPxmM4Gkn
Valens	https://www.wikidata.org/wiki/Q172471	15	0378-03-28	0378-08-09	0378-08-09			https://godot.date/id/xHvqDLVZHNT4X9PxUhtYxe
Gratian	https://www.wikidata.org/wiki/Q189108	1	0367-08-24	0368-08-23	0368-08-24			https://godot.date/id/ZNTrE2qJGsMfjGwK5fcGFL
Gratian	https://www.wikidata.org/wiki/Q189108	2	0368-08-24	0369-08-23	0369-08-24			https://godot.date/id/s6fAxRfQcVM5vyRbcMcK9X
Gratian	https://www.wikidata.org/wiki/Q189108	3	0369-08-24	0370-08-23	0370-08-24			https://godot.date/id/u5evepe4Zsm6ZudrjLU2SW
Gratian	https://www.wikidata.org/wiki/Q189108	4	0370-08-24	0371-08-23	0371-08-24			https://godot.date/id/7YQy82PEhZah6bCjtHTdHi
Gratian	https://www.wikidata.org/wiki/Q189108	5	0371-08-24	0372-08-23	0372-08-24			https://godot.date/id/NeNdUEsT9KJgS4B5KRLndU
Gratian	https://www.wikidata.org/wiki/Q189108	6	0372-08-24	0373-08-23	0373-08-24			https://godot.date/id/LbsNNbrfHqKQmog2PcZKPG
Gratian	https://www.wikidata.org/wiki/Q189108	7	0373-08-24	0374-08-23	0374-08-24			https://godot.date/id/6zQSRydxxbRtFJYMooB3ta
Gratian	https://www.wikidata.org/wiki/Q189108	8	0374-08-24	0375-08-23	0375-08-24			https://godot.date/id/9GFFQ9HqEdNMmXmSoGXG92
Gratian	https://www.wikidata.org/wiki/Q189108	9	0375-08-24	0376-08-23	0376-08-24			https://godot.date/id/jQdRYvhScPne3vrERF2DEP
Gratian	https://www.wikidata.org/wiki/Q189108	10	0376-08-24	0377-08-23	0377-08-24			https://godot.date/id/uFK2437KDB2PBa8LQ6cqQ5
Gratian	https://www.wikidata.org/wiki/Q189108	11	0377-08-24	0378-08-23	0378-08-24			https://godot.date/id/mVtSE5d4hfm8CvWQ9pciBA
Gratian	https://www.wikidata.org/wiki/Q189108	12	0378-08-24	0379-08-23	0379-08-24			https://godot.date/id/TJ7cy9BQX5w4CvDbW9yd6D
Gratian	https://www.wikidata.org/wiki/Q189108	13	0379-08-24	0380-08-23	0380-08-24			https://godot.date/id/9goeeFxjNjU88bGk4FeM9C
Gratian	https://www.wikidata.org/wiki/Q189108	14	0380-08-24	0381-08-23	0381-08-24			https://godot.date/id/2U3Xf5uprKaufuJG8bnPMn
Gratian	https://www.wikidata.org/wiki/Q189108	15	0381-08-24	0382-08-23	0382-08-24			https://godot.date/id/tvgLUATAqsz2DJUMt2wSrj
Gratian	https://www.wikidata.org/wiki/Q189108	16	0382-08-24	0383-08-23	0383-08-24			https://godot.date/id/QSe4QAumaE2ywYaJ4un7pD
Gratian	https://www.wikidata.org/wiki/Q189108	17	0383-08-24	0383-08-25	0383-08-25			https://godot.date/id/byGxoAY6mZBLayvsAwzpi9
